ORD_NO,SKU_CD,NUM_PCS,LOC,CART_NO,SEQ,PICKER_NO,BATCH_NO
ORD_0388,SKU_0170,1,WP_0068,6,12,2.0,2.0
ORD_0388,SKU_0264,1,WP_0147,6,8,2.0,2.0
ORD_0400,SKU_0194,1,WP_0095,6,10,2.0,2.0
ORD_0400,SKU_0236,1,WP_0061,6,1,2.0,2.0
ORD_0400,SKU_0256,1,WP_0101,6,3,2.0,2.0
ORD_0400,SKU_0021,1,WP_0064,6,15,2.0,2.0
ORD_0254,SKU_0050,1,WP_0139,7,13,3.0,2.0
ORD_0254,SKU_0176,1,WP_0168,7,12,3.0,2.0
ORD_0254,SKU_0004,1,WP_0108,7,9,3.0,2.0
ORD_0254,SKU_0085,1,WP_0093,7,7,3.0,2.0
ORD_0257,SKU_0140,1,WP_0046,7,1,3.0,2.0
ORD_0257,SKU_0057,1,WP_0120,7,16,3.0,2.0
ORD_0257,SKU_0112,1,WP_0031,7,2,3.0,2.0
ORD_0360,SKU_0080,1,WP_0122,7,14,3.0,2.0
ORD_0360,SKU_0207,1,WP_0094,7,8,3.0,2.0
ORD_0360,SKU_0011,1,WP_0167,7,11,3.0,2.0
ORD_0360,SKU_0152,1,WP_0114,7,5,3.0,2.0
ORD_0399,SKU_0308,1,WP_0111,7,10,3.0,2.0
ORD_0399,SKU_0229,1,WP_0043,7,3,3.0,2.0
ORD_0399,SKU_0036,1,WP_0131,7,6,3.0,2.0
ORD_0399,SKU_0303,1,WP_0015,7,4,3.0,2.0
ORD_0399,SKU_0181,1,WP_0121,7,15,3.0,2.0
ORD_0053,SKU_0170,1,WP_0068,8,3,4.0,2.0
ORD_0053,SKU_0153,1,WP_0080,8,6,4.0,2.0
ORD_0053,SKU_0242,1,WP_0002,8,8,4.0,2.0
ORD_0053,SKU_0200,1,WP_0007,8,7,4.0,2.0
ORD_0200,SKU_0070,1,WP_0001,8,9,4.0,2.0
ORD_0200,SKU_0214,1,WP_0163,8,16,4.0,2.0
ORD_0200,SKU_0201,1,WP_0081,8,5,4.0,2.0
ORD_0200,SKU_0021,1,WP_0064,8,2,4.0,2.0
ORD_0316,SKU_0327,1,WP_0115,8,11,4.0,2.0
ORD_0316,SKU_0192,1,WP_0037,8,1,4.0,2.0
ORD_0316,SKU_0149,1,WP_0167,8,14,4.0,2.0
ORD_0316,SKU_0014,1,WP_0137,8,13,4.0,2.0
ORD_0316,SKU_0164,1,WP_0057,8,10,4.0,2.0
ORD_0450,SKU_0170,1,WP_0068,8,4,4.0,2.0
ORD_0450,SKU_0265,1,WP_0122,8,12,4.0,2.0
ORD_0450,SKU_0118,1,WP_0164,8,15,4.0,2.0
ORD_0121,SKU_0078,1,WP_0030,9,15,1.0,3.0
ORD_0121,SKU_0029,1,WP_0059,9,7,1.0,3.0
ORD_0121,SKU_0290,1,WP_0032,9,14,1.0,3.0
ORD_0121,SKU_0166,1,WP_0073,9,9,1.0,3.0
ORD_0123,SKU_0324,1,WP_0058,9,11,1.0,3.0
ORD_0123,SKU_0139,1,WP_0060,9,6,1.0,3.0
ORD_0123,SKU_0006,1,WP_0133,9,3,1.0,3.0
ORD_0123,SKU_0270,1,WP_0058,9,12,1.0,3.0
ORD_0208,SKU_0189,1,WP_0050,9,1,1.0,3.0
ORD_0208,SKU_0089,1,WP_0059,9,8,1.0,3.0
ORD_0208,SKU_0277,1,WP_0075,9,5,1.0,3.0
ORD_0208,SKU_0101,1,WP_0018,9,16,1.0,3.0
ORD_0473,SKU_0145,1,WP_0068,9,2,1.0,3.0
ORD_0473,SKU_0229,1,WP_0043,9,13,1.0,3.0
ORD_0473,SKU_0266,1,WP_0073,9,10,1.0,3.0
ORD_0473,SKU_0047,1,WP_0063,9,4,1.0,3.0
ORD_0473,SKU_0019,1,WP_0004,9,17,1.0,3.0
ORD_0090,SKU_0126,1,WP_0092,10,4,2.0,3.0
ORD_0090,SKU_0219,1,WP_0014,10,7,2.0,3.0
ORD_0090,SKU_0317,1,WP_0079,10,5,2.0,3.0
ORD_0090,SKU_0077,1,WP_0028,10,9,2.0,3.0
ORD_0090,SKU_0307,1,WP_0026,10,6,2.0,3.0
ORD_0195,SKU_0206,1,WP_0056,10,13,2.0,3.0
ORD_0195,SKU_0156,1,WP_0038,10,16,2.0,3.0
ORD_0195,SKU_0244,1,WP_0042,10,11,2.0,3.0
ORD_0195,SKU_0083,1,WP_0036,10,18,2.0,3.0
ORD_0195,SKU_0239,1,WP_0021,10,1,2.0,3.0
ORD_0323,SKU_0088,1,WP_0056,10,14,2.0,3.0
ORD_0323,SKU_0067,1,WP_0047,10,3,2.0,3.0
ORD_0323,SKU_0092,1,WP_0041,10,15,2.0,3.0
ORD_0323,SKU_0295,1,WP_0042,10,12,2.0,3.0
ORD_0323,SKU_0032,1,WP_0050,10,17,2.0,3.0
ORD_0340,SKU_0049,1,WP_0028,10,10,2.0,3.0
ORD_0340,SKU_0130,1,WP_0021,10,2,2.0,3.0
ORD_0340,SKU_0150,1,WP_0014,10,8,2.0,3.0
ORD_0048,SKU_0130,1,WP_0021,11,1,3.0,3.0
ORD_0048,SKU_0233,1,WP_0113,11,4,3.0,3.0
ORD_0097,SKU_0065,1,WP_0051,11,15,3.0,3.0
ORD_0097,SKU_0132,1,WP_0165,11,7,3.0,3.0
ORD_0097,SKU_0081,1,WP_0081,11,12,3.0,3.0
ORD_0097,SKU_0306,1,WP_0125,11,9,3.0,3.0
ORD_0253,SKU_0250,1,WP_0012,11,14,3.0,3.0
ORD_0253,SKU_0118,1,WP_0164,11,6,3.0,3.0
ORD_0253,SKU_0265,1,WP_0122,11,8,3.0,3.0
ORD_0253,SKU_0041,1,WP_0104,11,3,3.0,3.0
ORD_0253,SKU_0094,1,WP_0097,11,11,3.0,3.0
ORD_0427,SKU_0140,1,WP_0046,11,2,3.0,3.0
ORD_0427,SKU_0154,1,WP_0096,11,10,3.0,3.0
ORD_0427,SKU_0049,1,WP_0028,11,13,3.0,3.0
ORD_0427,SKU_0168,1,WP_0144,11,5,3.0,3.0
ORD_0020,SKU_0029,1,WP_0059,12,10,4.0,3.0
ORD_0020,SKU_0158,1,WP_0136,12,5,4.0,3.0
ORD_0020,SKU_0204,1,WP_0010,12,1,4.0,3.0
ORD_0020,SKU_0294,1,WP_0141,12,13,4.0,3.0
ORD_0057,SKU_0038,1,WP_0150,12,8,4.0,3.0
ORD_0057,SKU_0158,1,WP_0136,12,6,4.0,3.0
ORD_0057,SKU_0115,1,WP_0136,12,7,4.0,3.0
ORD_0057,SKU_0177,1,WP_0155,12,14,4.0,3.0
ORD_0143,SKU_0154,1,WP_0096,12,3,4.0,3.0
ORD_0143,SKU_0288,1,WP_0031,12,15,4.0,3.0
ORD_0143,SKU_0079,1,WP_0006,12,16,4.0,3.0
ORD_0143,SKU_0324,1,WP_0058,12,11,4.0,3.0
ORD_0227,SKU_0248,1,WP_0110,12,4,4.0,3.0
ORD_0227,SKU_0254,1,WP_0077,12,9,4.0,3.0
ORD_0227,SKU_0201,1,WP_0081,12,2,4.0,3.0
ORD_0227,SKU_0262,1,WP_0130,12,12,4.0,3.0
ORD_0036,SKU_0291,1,WP_0070,13,5,1.0,4.0
ORD_0036,SKU_0114,1,WP_0055,13,7,1.0,4.0
ORD_0036,SKU_0260,1,WP_0070,13,6,1.0,4.0
ORD_0036,SKU_0053,1,WP_0026,13,1,1.0,4.0
ORD_0039,SKU_0131,1,WP_0105,13,15,1.0,4.0
ORD_0039,SKU_0302,1,WP_0006,13,14,1.0,4.0
ORD_0039,SKU_0151,1,WP_0019,13,13,1.0,4.0
ORD_0039,SKU_0127,1,WP_0027,13,2,1.0,4.0
ORD_0039,SKU_0251,1,WP_0055,13,8,1.0,4.0
ORD_0043,SKU_0172,1,WP_0041,13,10,1.0,4.0
ORD_0043,SKU_0012,1,WP_0084,13,3,1.0,4.0
ORD_0043,SKU_0093,1,WP_0040,13,11,1.0,4.0
ORD_0043,SKU_0100,1,WP_0038,13,12,1.0,4.0
ORD_0043,SKU_0213,1,WP_0084,13,4,1.0,4.0
ORD_0419,SKU_0227,1,WP_0065,13,16,1.0,4.0
ORD_0419,SKU_0251,1,WP_0055,13,9,1.0,4.0
ORD_0419,SKU_0280,1,WP_0065,13,17,1.0,4.0
ORD_0015,SKU_0048,1,WP_0103,14,6,2.0,4.0
ORD_0015,SKU_0066,1,WP_0066,14,15,2.0,4.0
ORD_0015,SKU_0112,1,WP_0031,14,3,2.0,4.0
ORD_0015,SKU_0326,1,WP_0090,14,9,2.0,4.0
ORD_0015,SKU_0296,1,WP_0103,14,7,2.0,4.0
ORD_0095,SKU_0164,1,WP_0057,14,4,2.0,4.0
ORD_0095,SKU_0123,1,WP_0063,14,12,2.0,4.0
ORD_0095,SKU_0136,1,WP_0054,14,13,2.0,4.0
ORD_0095,SKU_0300,1,WP_0079,14,16,2.0,4.0
ORD_0109,SKU_0073,1,WP_0057,14,5,2.0,4.0
ORD_0109,SKU_0098,1,WP_0048,14,2,2.0,4.0
ORD_0109,SKU_0188,1,WP_0118,14,10,2.0,4.0
ORD_0109,SKU_0119,1,WP_0049,14,1,2.0,4.0
ORD_0354,SKU_0120,1,WP_0089,14,8,2.0,4.0
ORD_0354,SKU_0030,1,WP_0069,14,14,2.0,4.0
ORD_0354,SKU_0179,1,WP_0118,14,11,2.0,4.0
ORD_0209,SKU_0318,1,WP_0091,15,18,3.0,4.0
ORD_0209,SKU_0237,1,WP_0064,15,9,3.0,4.0
ORD_0209,SKU_0113,1,WP_0019,15,1,3.0,4.0
ORD_0209,SKU_0218,1,WP_0090,15,17,3.0,4.0
ORD_0216,SKU_0304,1,WP_0045,15,3,3.0,4.0
ORD_0216,SKU_0066,1,WP_0066,15,6,3.0,4.0
ORD_0216,SKU_0199,1,WP_0094,15,10,3.0,4.0
ORD_0216,SKU_0207,1,WP_0094,15,11,3.0,4.0
ORD_0216,SKU_0016,1,WP_0054,15,4,3.0,4.0
ORD_0238,SKU_0004,1,WP_0108,15,13,3.0,4.0
ORD_0238,SKU_0035,1,WP_0076,15,19,3.0,4.0
ORD_0238,SKU_0146,1,WP_0121,15,15,3.0,4.0
ORD_0238,SKU_0300,1,WP_0079,15,8,3.0,4.0
ORD_0238,SKU_0058,1,WP_0109,15,12,3.0,4.0
ORD_0454,SKU_0015,1,WP_0016,15,2,3.0,4.0
ORD_0454,SKU_0280,1,WP_0065,15,7,3.0,4.0
ORD_0454,SKU_0213,1,WP_0084,15,5,3.0,4.0
ORD_0454,SKU_0120,1,WP_0089,15,16,3.0,4.0
ORD_0454,SKU_0076,1,WP_0108,15,14,3.0,4.0
ORD_0168,SKU_0056,1,WP_0112,16,6,4.0,4.0
ORD_0168,SKU_0077,1,WP_0028,16,3,4.0,4.0
ORD_0168,SKU_0106,1,WP_0132,16,8,4.0,4.0
ORD_0168,SKU_0161,1,WP_0138,16,7,4.0,4.0
ORD_0266,SKU_0150,1,WP_0014,16,2,4.0,4.0
ORD_0266,SKU_0243,1,WP_0029,16,14,4.0,4.0
ORD_0266,SKU_0313,1,WP_0044,16,13,4.0,4.0
ORD_0392,SKU_0148,1,WP_0132,16,9,4.0,4.0
ORD_0392,SKU_0040,1,WP_0105,16,10,4.0,4.0
ORD_0392,SKU_0030,1,WP_0069,16,4,4.0,4.0
ORD_0392,SKU_0051,1,WP_0023,16,1,4.0,4.0
ORD_0469,SKU_0280,1,WP_0065,16,11,4.0,4.0
ORD_0469,SKU_0098,1,WP_0048,16,12,4.0,4.0
ORD_0469,SKU_0268,1,WP_0069,16,5,4.0,4.0
ORD_0290,SKU_0237,1,WP_0064,17,13,1.0,5.0
ORD_0290,SKU_0181,1,WP_0121,17,12,1.0,5.0
ORD_0290,SKU_0098,1,WP_0048,17,6,1.0,5.0
ORD_0290,SKU_0169,1,WP_0005,17,1,1.0,5.0
ORD_0290,SKU_0074,1,WP_0030,17,4,1.0,5.0
ORD_0301,SKU_0210,1,WP_0071,17,2,1.0,5.0
ORD_0301,SKU_0027,1,WP_0071,17,3,1.0,5.0
ORD_0318,SKU_0147,1,WP_0147,17,9,1.0,5.0
ORD_0318,SKU_0106,1,WP_0132,17,8,1.0,5.0
ORD_0318,SKU_0013,1,WP_0135,17,10,1.0,5.0
ORD_0318,SKU_0318,1,WP_0091,17,7,1.0,5.0
ORD_0318,SKU_0170,1,WP_0068,17,15,1.0,5.0
ORD_0327,SKU_0330,1,WP_0039,17,16,1.0,5.0
ORD_0327,SKU_0069,1,WP_0135,17,11,1.0,5.0
ORD_0327,SKU_0310,1,WP_0033,17,5,1.0,5.0
ORD_0327,SKU_0153,1,WP_0080,17,14,1.0,5.0
ORD_0046,SKU_0303,1,WP_0015,18,13,2.0,5.0
ORD_0046,SKU_0016,1,WP_0054,18,1,2.0,5.0
ORD_0046,SKU_0293,1,WP_0067,18,3,2.0,5.0
ORD_0046,SKU_0018,1,WP_0072,18,11,2.0,5.0
ORD_0046,SKU_0251,1,WP_0055,18,2,2.0,5.0
ORD_0141,SKU_0069,1,WP_0135,18,8,2.0,5.0
ORD_0141,SKU_0010,1,WP_0152,18,4,2.0,5.0
ORD_0141,SKU_0132,1,WP_0165,18,6,2.0,5.0
ORD_0146,SKU_0152,1,WP_0114,18,10,2.0,5.0
ORD_0146,SKU_0024,1,WP_0159,18,9,2.0,5.0
ORD_0228,SKU_0108,1,WP_0152,18,5,2.0,5.0
ORD_0228,SKU_0235,1,WP_0164,18,7,2.0,5.0
ORD_0228,SKU_0101,1,WP_0018,18,14,2.0,5.0
ORD_0228,SKU_0273,1,WP_0045,18,12,2.0,5.0
ORD_0087,SKU_0136,1,WP_0054,19,5,3.0,5.0
ORD_0087,SKU_0028,1,WP_0106,19,2,3.0,5.0
ORD_0087,SKU_0044,1,WP_0040,19,4,3.0,5.0
ORD_0089,SKU_0209,1,WP_0083,19,9,3.0,5.0
ORD_0089,SKU_0056,1,WP_0112,19,11,3.0,5.0
ORD_0089,SKU_0269,1,WP_0098,19,13,3.0,5.0
ORD_0089,SKU_0053,1,WP_0026,19,15,3.0,5.0
ORD_0089,SKU_0222,1,WP_0098,19,14,3.0,5.0
ORD_0134,SKU_0328,1,WP_0112,19,12,3.0,5.0
ORD_0134,SKU_0016,1,WP_0054,19,6,3.0,5.0
ORD_0134,SKU_0032,1,WP_0050,19,3,3.0,5.0
ORD_0134,SKU_0197,1,WP_0083,19,10,3.0,5.0
ORD_0416,SKU_0113,1,WP_0019,19,1,3.0,5.0
ORD_0416,SKU_0030,1,WP_0069,19,7,3.0,5.0
ORD_0416,SKU_0268,1,WP_0069,19,8,3.0,5.0
ORD_0032,SKU_0218,1,WP_0090,20,5,4.0,5.0
ORD_0032,SKU_0278,1,WP_0166,20,13,4.0,5.0
ORD_0032,SKU_0108,1,WP_0152,20,11,4.0,5.0
ORD_0032,SKU_0302,1,WP_0006,20,1,4.0,5.0
ORD_0032,SKU_0138,1,WP_0095,20,8,4.0,5.0
ORD_0033,SKU_0010,1,WP_0152,20,12,4.0,5.0
ORD_0033,SKU_0193,1,WP_0141,20,4,4.0,5.0
ORD_0033,SKU_0060,1,WP_0124,20,9,4.0,5.0
ORD_0282,SKU_0278,1,WP_0166,20,14,4.0,5.0
ORD_0282,SKU_0221,1,WP_0153,20,10,4.0,5.0
ORD_0282,SKU_0234,1,WP_0024,20,17,4.0,5.0
ORD_0282,SKU_0324,1,WP_0058,20,3,4.0,5.0
ORD_0282,SKU_0131,1,WP_0105,20,7,4.0,5.0
ORD_0457,SKU_0114,1,WP_0055,20,16,4.0,5.0
ORD_0457,SKU_0218,1,WP_0090,20,6,4.0,5.0
ORD_0457,SKU_0087,1,WP_0046,20,2,4.0,5.0
ORD_0457,SKU_0071,1,WP_0067,20,15,4.0,5.0
ORD_0219,SKU_0014,1,WP_0137,21,4,1.0,6.0
ORD_0219,SKU_0315,1,WP_0134,21,5,1.0,6.0
ORD_0219,SKU_0336,1,WP_0127,21,8,1.0,6.0
ORD_0219,SKU_0189,1,WP_0050,21,2,1.0,6.0
ORD_0229,SKU_0258,1,WP_0099,21,9,1.0,6.0
ORD_0229,SKU_0262,1,WP_0130,21,7,1.0,6.0
ORD_0229,SKU_0017,1,WP_0044,21,13,1.0,6.0
ORD_0391,SKU_0116,1,WP_0150,21,6,1.0,6.0
ORD_0391,SKU_0313,1,WP_0044,21,14,1.0,6.0
ORD_0391,SKU_0184,1,WP_0099,21,10,1.0,6.0
ORD_0403,SKU_0044,1,WP_0040,21,1,1.0,6.0
ORD_0403,SKU_0085,1,WP_0093,21,3,1.0,6.0
ORD_0403,SKU_0099,1,WP_0100,21,11,1.0,6.0
ORD_0403,SKU_0208,1,WP_0047,21,15,1.0,6.0
ORD_0403,SKU_0266,1,WP_0073,21,12,1.0,6.0
ORD_0198,SKU_0155,1,WP_0111,22,7,2.0,6.0
ORD_0198,SKU_0053,1,WP_0026,22,12,2.0,6.0
ORD_0198,SKU_0238,1,WP_0097,22,9,2.0,6.0
ORD_0198,SKU_0312,1,WP_0126,22,5,2.0,6.0
ORD_0202,SKU_0216,1,WP_0082,22,3,2.0,6.0
ORD_0202,SKU_0145,1,WP_0068,22,1,2.0,6.0
ORD_0210,SKU_0308,1,WP_0111,22,8,2.0,6.0
ORD_0210,SKU_0020,1,WP_0082,22,4,2.0,6.0
ORD_0210,SKU_0246,1,WP_0027,22,11,2.0,6.0
ORD_0262,SKU_0094,1,WP_0097,22,10,2.0,6.0
ORD_0262,SKU_0134,1,WP_0126,22,6,2.0,6.0
ORD_0262,SKU_0170,1,WP_0068,22,2,2.0,6.0
ORD_0262,SKU_0025,1,WP_0009,22,13,2.0,6.0
ORD_0203,SKU_0089,1,WP_0059,23,10,3.0,6.0
ORD_0203,SKU_0027,1,WP_0071,23,7,3.0,6.0
ORD_0203,SKU_0048,1,WP_0103,23,4,3.0,6.0
ORD_0203,SKU_0232,1,WP_0011,23,1,3.0,6.0
ORD_0204,SKU_0202,1,WP_0134,23,3,3.0,6.0
ORD_0204,SKU_0018,1,WP_0072,23,8,3.0,6.0
ORD_0217,SKU_0005,1,WP_0034,23,13,3.0,6.0
ORD_0217,SKU_0189,1,WP_0050,23,14,3.0,6.0
ORD_0217,SKU_0309,1,WP_0138,23,2,3.0,6.0
ORD_0217,SKU_0061,1,WP_0077,23,12,3.0,6.0
ORD_0217,SKU_0139,1,WP_0060,23,11,3.0,6.0
ORD_0255,SKU_0171,1,WP_0085,23,5,3.0,6.0
ORD_0255,SKU_0100,1,WP_0038,23,15,3.0,6.0
ORD_0255,SKU_0275,1,WP_0085,23,6,3.0,6.0
ORD_0255,SKU_0141,1,WP_0072,23,9,3.0,6.0
ORD_0255,SKU_0192,1,WP_0037,23,16,3.0,6.0
ORD_0055,SKU_0008,1,WP_0140,24,6,4.0,6.0
ORD_0055,SKU_0255,1,WP_0020,24,1,4.0,6.0
ORD_0055,SKU_0170,1,WP_0068,24,12,4.0,6.0
ORD_0149,SKU_0201,1,WP_0081,24,8,4.0,6.0
ORD_0149,SKU_0081,1,WP_0081,24,9,4.0,6.0
ORD_0149,SKU_0241,1,WP_0096,24,3,4.0,6.0
ORD_0149,SKU_0071,1,WP_0067,24,10,4.0,6.0
ORD_0149,SKU_0053,1,WP_0026,24,13,4.0,6.0
ORD_0169,SKU_0240,1,WP_0140,24,7,4.0,6.0
ORD_0169,SKU_0293,1,WP_0067,24,11,4.0,6.0
ORD_0169,SKU_0307,1,WP_0026,24,14,4.0,6.0
ORD_0169,SKU_0133,1,WP_0035,24,2,4.0,6.0
ORD_0466,SKU_0248,1,WP_0110,24,5,4.0,6.0
ORD_0466,SKU_0154,1,WP_0096,24,4,4.0,6.0
ORD_0466,SKU_0104,1,WP_0025,24,15,4.0,6.0
ORD_0159,SKU_0159,1,WP_0017,25,5,1.0,7.0
ORD_0159,SKU_0228,1,WP_0018,25,7,1.0,7.0
ORD_0159,SKU_0101,1,WP_0018,25,8,1.0,7.0
ORD_0159,SKU_0231,1,WP_0003,25,3,1.0,7.0
ORD_0161,SKU_0219,1,WP_0014,25,11,1.0,7.0
ORD_0161,SKU_0216,1,WP_0082,25,12,1.0,7.0
ORD_0161,SKU_0186,1,WP_0017,25,6,1.0,7.0
ORD_0161,SKU_0019,1,WP_0004,25,1,1.0,7.0
ORD_0296,SKU_0071,1,WP_0067,25,13,1.0,7.0
ORD_0296,SKU_0332,1,WP_0003,25,4,1.0,7.0
ORD_0352,SKU_0255,1,WP_0020,25,9,1.0,7.0
ORD_0352,SKU_0067,1,WP_0047,25,15,1.0,7.0
ORD_0352,SKU_0044,1,WP_0040,25,10,1.0,7.0
ORD_0352,SKU_0095,1,WP_0062,25,14,1.0,7.0
ORD_0352,SKU_0109,1,WP_0004,25,2,1.0,7.0
ORD_0267,SKU_0124,1,WP_0166,26,6,2.0,7.0
ORD_0267,SKU_0127,1,WP_0027,26,3,2.0,7.0
ORD_0267,SKU_0131,1,WP_0105,26,10,2.0,7.0
