ORD_NO,SKU_CD,NUM_PCS,LOC,CART_NO,SEQ
ORD_0340,SKU_0130,1,WP_0032,5,10
ORD_0261,SKU_0265,1,WP_0033,5,11
ORD_0450,SKU_0170,1,WP_0033,5,12
ORD_0450,SKU_0265,1,WP_0033,5,13
ORD_0283,SKU_0336,1,WP_0035,5,14
ORD_0472,SKU_0098,1,WP_0036,5,15
ORD_0407,SKU_0138,1,WP_0038,5,16
ORD_0283,SKU_0258,1,WP_0039,5,17
ORD_0283,SKU_0227,1,WP_0039,5,18
ORD_0295,SKU_0028,1,WP_0040,5,19
ORD_0009,SKU_0268,1,WP_0041,5,20
ORD_0407,SKU_0268,1,WP_0041,5,21
ORD_0407,SKU_0317,1,WP_0041,5,22
ORD_0186,SKU_0077,1,WP_0042,5,23
ORD_0283,SKU_0334,1,WP_0051,5,24
ORD_0450,SKU_0118,1,WP_0090,5,25
ORD_0407,SKU_0045,1,WP_0105,5,26
ORD_0340,SKU_0150,1,WP_0116,5,27
ORD_0407,SKU_0019,1,WP_0131,5,28
ORD_0106,SKU_0163,1,WP_0164,5,29
ORD_0217,SKU_0189,1,WP_0035,6,1
ORD_0333,SKU_0182,1,WP_0044,6,2
ORD_0233,SKU_0315,1,WP_0045,6,3
ORD_0233,SKU_0209,1,WP_0045,6,4
ORD_0297,SKU_0331,1,WP_0046,6,5
ORD_0361,SKU_0331,1,WP_0046,6,6
ORD_0374,SKU_0264,1,WP_0046,6,7
ORD_0016,SKU_0068,1,WP_0047,6,8
ORD_0016,SKU_0244,1,WP_0047,6,9
ORD_0016,SKU_0068,1,WP_0047,6,10
ORD_0263,SKU_0244,1,WP_0047,6,11
ORD_0217,SKU_0309,1,WP_0048,6,12
ORD_0217,SKU_0061,1,WP_0048,6,13
ORD_0217,SKU_0139,1,WP_0050,6,14
ORD_0176,SKU_0027,1,WP_0054,6,15
ORD_0176,SKU_0009,1,WP_0054,6,16
ORD_0374,SKU_0238,1,WP_0055,6,17
ORD_0233,SKU_0103,1,WP_0056,6,18
ORD_0233,SKU_0031,1,WP_0056,6,19
ORD_0449,SKU_0103,1,WP_0056,6,20
ORD_0233,SKU_0013,1,WP_0145,6,21
ORD_0217,SKU_0005,1,WP_0166,6,22
ORD_0152,SKU_0117,1,WP_0008,7,1
ORD_0185,SKU_0176,1,WP_0011,7,2
ORD_0152,SKU_0232,1,WP_0014,7,3
ORD_0152,SKU_0104,1,WP_0059,7,4
ORD_0185,SKU_0020,1,WP_0066,7,5
ORD_0152,SKU_0267,1,WP_0101,7,6
ORD_0185,SKU_0087,1,WP_0111,7,7
ORD_0152,SKU_0239,1,WP_0119,7,8
ORD_0185,SKU_0311,1,WP_0151,7,9
ORD_0181,SKU_0315,1,WP_0045,8,1
ORD_0059,SKU_0084,1,WP_0068,8,2
ORD_0059,SKU_0165,1,WP_0071,8,3
ORD_0110,SKU_0314,1,WP_0080,8,4
ORD_0135,SKU_0245,1,WP_0141,8,5
ORD_0236,SKU_0082,1,WP_0141,8,6
ORD_0365,SKU_0261,1,WP_0142,8,7
ORD_0337,SKU_0295,1,WP_0145,8,8
ORD_0059,SKU_0137,1,WP_0146,8,9
ORD_0059,SKU_0157,1,WP_0146,8,10
ORD_0181,SKU_0157,1,WP_0146,8,11
ORD_0059,SKU_0034,1,WP_0147,8,12
ORD_0166,SKU_0034,1,WP_0147,8,13
ORD_0067,SKU_0329,1,WP_0148,8,14
ORD_0084,SKU_0223,1,WP_0148,8,15
ORD_0181,SKU_0329,1,WP_0148,8,16
ORD_0181,SKU_0223,1,WP_0148,8,17
ORD_0368,SKU_0223,1,WP_0148,8,18
ORD_0110,SKU_0095,1,WP_0149,8,19
ORD_0110,SKU_0142,1,WP_0149,8,20
ORD_0116,SKU_0294,1,WP_0150,8,21
ORD_0310,SKU_0168,1,WP_0153,8,22
ORD_0310,SKU_0259,1,WP_0153,8,23
ORD_0165,SKU_0064,1,WP_0154,8,24
ORD_0067,SKU_0212,1,WP_0168,8,25
ORD_0024,SKU_0285,1,WP_0016,9,1
ORD_0188,SKU_0119,1,WP_0017,9,2
ORD_0351,SKU_0021,1,WP_0017,9,3
ORD_0013,SKU_0143,1,WP_0018,9,4
ORD_0378,SKU_0143,1,WP_0018,9,5
ORD_0460,SKU_0200,1,WP_0018,9,6
ORD_0373,SKU_0032,1,WP_0019,9,7
ORD_0027,SKU_0100,1,WP_0020,9,8
ORD_0188,SKU_0253,1,WP_0021,9,9
ORD_0289,SKU_0253,1,WP_0021,9,10
ORD_0438,SKU_0253,1,WP_0021,9,11
ORD_0415,SKU_0307,1,WP_0022,9,12
ORD_0438,SKU_0307,1,WP_0022,9,13
ORD_0444,SKU_0307,1,WP_0022,9,14
ORD_0289,SKU_0123,1,WP_0023,9,15
ORD_0289,SKU_0156,1,WP_0023,9,16
ORD_0357,SKU_0156,1,WP_0023,9,17
ORD_0077,SKU_0230,1,WP_0024,9,18
ORD_0077,SKU_0208,1,WP_0024,9,19
ORD_0351,SKU_0230,1,WP_0024,9,20
ORD_0459,SKU_0208,1,WP_0024,9,21
ORD_0459,SKU_0230,1,WP_0024,9,22
ORD_0037,SKU_0025,1,WP_0025,9,23
ORD_0197,SKU_0279,1,WP_0025,9,24
ORD_0435,SKU_0025,1,WP_0025,9,25
ORD_0077,SKU_0113,1,WP_0026,9,26
ORD_0444,SKU_0113,1,WP_0026,9,27
ORD_0444,SKU_0272,1,WP_0026,9,28
ORD_0304,SKU_0079,1,WP_0028,9,29
ORD_0351,SKU_0079,1,WP_0028,9,30
ORD_0444,SKU_0218,1,WP_0065,9,31
ORD_0351,SKU_0121,1,WP_0091,9,32
ORD_0444,SKU_0088,1,WP_0097,9,33
ORD_0289,SKU_0041,1,WP_0117,9,34
ORD_0465,SKU_0117,1,WP_0008,10,1
ORD_0465,SKU_0067,1,WP_0037,10,2
ORD_0465,SKU_0310,1,WP_0063,10,3
ORD_0465,SKU_0129,1,WP_0064,10,4
ORD_0465,SKU_0305,1,WP_0064,10,5
ORD_0097,SKU_0081,1,WP_0029,11,1
ORD_0427,SKU_0049,1,WP_0032,11,2
ORD_0100,SKU_0067,1,WP_0037,11,3
ORD_0194,SKU_0044,1,WP_0037,11,4
ORD_0194,SKU_0102,1,WP_0100,11,5
ORD_0427,SKU_0154,1,WP_0101,11,6
ORD_0097,SKU_0132,1,WP_0107,11,7
ORD_0097,SKU_0306,1,WP_0107,11,8
ORD_0100,SKU_0290,1,WP_0109,11,9
ORD_0100,SKU_0224,1,WP_0110,11,10
ORD_0427,SKU_0140,1,WP_0129,11,11
ORD_0097,SKU_0065,1,WP_0152,11,12
ORD_0427,SKU_0168,1,WP_0153,11,13
ORD_0030,SKU_0243,1,WP_0001,12,1
ORD_0030,SKU_0242,1,WP_0001,12,2
ORD_0395,SKU_0242,1,WP_0001,12,3
ORD_0242,SKU_0300,1,WP_0002,12,4
ORD_0320,SKU_0035,1,WP_0002,12,5
ORD_0395,SKU_0288,1,WP_0004,12,6
ORD_0267,SKU_0127,1,WP_0005,12,7
ORD_0267,SKU_0131,1,WP_0005,12,8
ORD_0381,SKU_0131,1,WP_0005,12,9
ORD_0369,SKU_0066,1,WP_0006,12,10
ORD_0320,SKU_0053,1,WP_0007,12,11
ORD_0430,SKU_0053,1,WP_0007,12,12
ORD_0213,SKU_0255,1,WP_0008,12,13
ORD_0381,SKU_0117,1,WP_0008,12,14
ORD_0430,SKU_0117,1,WP_0008,12,15
ORD_0430,SKU_0255,1,WP_0008,12,16
ORD_0434,SKU_0255,1,WP_0008,12,17
ORD_0047,SKU_0180,1,WP_0009,12,18
ORD_0068,SKU_0195,1,WP_0009,12,19
ORD_0369,SKU_0180,1,WP_0009,12,20
ORD_0205,SKU_0106,1,WP_0010,12,21
ORD_0320,SKU_0085,1,WP_0011,12,22
ORD_0440,SKU_0176,1,WP_0011,12,23
ORD_0030,SKU_0191,1,WP_0012,12,24
ORD_0397,SKU_0247,1,WP_0012,12,25
ORD_0397,SKU_0191,1,WP_0012,12,26
ORD_0429,SKU_0191,1,WP_0012,12,27
ORD_0430,SKU_0247,1,WP_0012,12,28
ORD_0029,SKU_0232,1,WP_0014,12,29
ORD_0029,SKU_0203,1,WP_0014,12,30
ORD_0030,SKU_0203,1,WP_0014,12,31
ORD_0068,SKU_0203,1,WP_0014,12,32
ORD_0030,SKU_0205,1,WP_0109,12,33
ORD_0267,SKU_0124,1,WP_0139,12,34
ORD_0205,SKU_0059,1,WP_0143,12,35
ORD_0320,SKU_0142,1,WP_0149,12,36
ORD_0320,SKU_0003,1,WP_0157,12,37
ORD_0064,SKU_0231,1,WP_0113,13,1
ORD_0144,SKU_0105,1,WP_0114,13,2
ORD_0193,SKU_0128,1,WP_0115,13,3
ORD_0312,SKU_0042,1,WP_0116,13,4
ORD_0345,SKU_0042,1,WP_0116,13,5
ORD_0101,SKU_0041,1,WP_0117,13,6
ORD_0207,SKU_0181,1,WP_0118,13,7
ORD_0033,SKU_0010,1,WP_0122,13,8
ORD_0033,SKU_0060,1,WP_0122,13,9
ORD_0277,SKU_0060,1,WP_0122,13,10
ORD_0061,SKU_0039,1,WP_0123,13,11
ORD_0276,SKU_0263,1,WP_0123,13,12
ORD_0033,SKU_0193,1,WP_0164,13,13
ORD_0039,SKU_0131,1,WP_0005,14,1
ORD_0039,SKU_0127,1,WP_0005,14,2
ORD_0039,SKU_0251,1,WP_0053,14,3
ORD_0039,SKU_0302,1,WP_0074,14,4
ORD_0039,SKU_0151,1,WP_0077,14,5
ORD_0162,SKU_0285,1,WP_0016,15,1
ORD_0354,SKU_0120,1,WP_0016,15,2
ORD_0228,SKU_0101,1,WP_0019,15,3
ORD_0043,SKU_0093,1,WP_0020,15,4
ORD_0043,SKU_0100,1,WP_0020,15,5
ORD_0161,SKU_0219,1,WP_0022,15,6
ORD_0228,SKU_0273,1,WP_0095,15,7
ORD_0043,SKU_0172,1,WP_0106,15,8
ORD_0162,SKU_0175,1,WP_0106,15,9
ORD_0161,SKU_0216,1,WP_0108,15,10
ORD_0161,SKU_0186,1,WP_0131,15,11
ORD_0161,SKU_0019,1,WP_0131,15,12
ORD_0043,SKU_0012,1,WP_0135,15,13
ORD_0043,SKU_0213,1,WP_0135,15,14
ORD_0354,SKU_0030,1,WP_0136,15,15
ORD_0354,SKU_0179,1,WP_0136,15,16
ORD_0162,SKU_0108,1,WP_0138,15,17
ORD_0228,SKU_0108,1,WP_0138,15,18
ORD_0228,SKU_0235,1,WP_0138,15,19
ORD_0160,SKU_0100,1,WP_0020,16,1
ORD_0160,SKU_0253,1,WP_0021,16,2
ORD_0419,SKU_0280,1,WP_0021,16,3
ORD_0160,SKU_0098,1,WP_0036,16,4
ORD_0419,SKU_0227,1,WP_0039,16,5
ORD_0160,SKU_0061,1,WP_0048,16,6
ORD_0419,SKU_0251,1,WP_0053,16,7
ORD_0342,SKU_0125,1,WP_0057,17,1
ORD_0437,SKU_0109,1,WP_0058,17,2
ORD_0023,SKU_0277,1,WP_0061,17,3
ORD_0023,SKU_0277,1,WP_0061,17,4
ORD_0023,SKU_0297,1,WP_0061,17,5
ORD_0370,SKU_0277,1,WP_0061,17,6
ORD_0476,SKU_0297,1,WP_0061,17,7
ORD_0118,SKU_0292,1,WP_0062,17,8
ORD_0118,SKU_0136,1,WP_0062,17,9
ORD_0377,SKU_0292,1,WP_0062,17,10
ORD_0445,SKU_0292,1,WP_0062,17,11
ORD_0476,SKU_0292,1,WP_0062,17,12
ORD_0366,SKU_0293,1,WP_0063,17,13
ORD_0367,SKU_0310,1,WP_0063,17,14
ORD_0133,SKU_0129,1,WP_0064,17,15
ORD_0326,SKU_0305,1,WP_0064,17,16
ORD_0326,SKU_0129,1,WP_0064,17,17
ORD_0133,SKU_0020,1,WP_0066,17,18
ORD_0038,SKU_0017,1,WP_0067,17,19
ORD_0377,SKU_0220,1,WP_0068,17,20
ORD_0476,SKU_0220,1,WP_0068,17,21
ORD_0155,SKU_0111,1,WP_0070,17,22
ORD_0155,SKU_0057,1,WP_0070,17,23
ORD_0476,SKU_0183,1,WP_0077,17,24
ORD_0023,SKU_0038,1,WP_0092,17,25
ORD_0476,SKU_0303,1,WP_0118,17,26
ORD_0023,SKU_0185,1,WP_0134,17,27
ORD_0118,SKU_0210,1,WP_0134,17,28
ORD_0246,SKU_0243,1,WP_0001,18,1
ORD_0404,SKU_0265,1,WP_0033,18,2
ORD_0334,SKU_0074,1,WP_0036,18,3
ORD_0371,SKU_0310,1,WP_0063,18,4
ORD_0275,SKU_0177,1,WP_0071,18,5
ORD_0433,SKU_0165,1,WP_0071,18,6
ORD_0146,SKU_0152,1,WP_0072,18,7
ORD_0321,SKU_0080,1,WP_0072,18,8
ORD_0314,SKU_0257,1,WP_0075,18,9
ORD_0314,SKU_0202,1,WP_0075,18,10
ORD_0017,SKU_0112,1,WP_0076,18,11
ORD_0334,SKU_0112,1,WP_0076,18,12
ORD_0334,SKU_0126,1,WP_0076,18,13
ORD_0129,SKU_0015,1,WP_0078,18,14
ORD_0246,SKU_0015,1,WP_0078,18,15
ORD_0246,SKU_0282,1,WP_0078,18,16
ORD_0334,SKU_0184,1,WP_0079,18,17
ORD_0139,SKU_0314,1,WP_0080,18,18
ORD_0246,SKU_0161,1,WP_0080,18,19
ORD_0404,SKU_0161,1,WP_0080,18,20
ORD_0404,SKU_0314,1,WP_0080,18,21
ORD_0404,SKU_0314,1,WP_0080,18,22
ORD_0113,SKU_0276,1,WP_0081,18,23
ORD_0113,SKU_0276,1,WP_0081,18,24
ORD_0140,SKU_0276,1,WP_0081,18,25
ORD_0140,SKU_0110,1,WP_0081,18,26
ORD_0250,SKU_0110,1,WP_0081,18,27
ORD_0328,SKU_0221,1,WP_0082,18,28
ORD_0363,SKU_0037,1,WP_0082,18,29
ORD_0137,SKU_0335,1,WP_0083,18,30
ORD_0371,SKU_0008,1,WP_0083,18,31
ORD_0371,SKU_0335,1,WP_0083,18,32
ORD_0146,SKU_0024,1,WP_0084,18,33
ORD_0148,SKU_0026,1,WP_0084,18,34
ORD_0401,SKU_0024,1,WP_0084,18,35
ORD_0334,SKU_0262,1,WP_0104,18,36
ORD_0140,SKU_0214,1,WP_0115,18,37
ORD_0331,SKU_0139,1,WP_0050,19,1
ORD_0081,SKU_0009,1,WP_0054,19,2
ORD_0331,SKU_0152,1,WP_0072,19,3
ORD_0204,SKU_0202,1,WP_0075,19,4
ORD_0128,SKU_0183,1,WP_0077,19,5
ORD_0268,SKU_0282,1,WP_0078,19,6
ORD_0364,SKU_0282,1,WP_0078,19,7
ORD_0364,SKU_0090,1,WP_0079,19,8
ORD_0081,SKU_0037,1,WP_0082,19,9
ORD_0081,SKU_0221,1,WP_0082,19,10
ORD_0182,SKU_0008,1,WP_0083,19,11
ORD_0212,SKU_0024,1,WP_0084,19,12
ORD_0364,SKU_0115,1,WP_0092,19,13
ORD_0182,SKU_0134,1,WP_0100,19,14
ORD_0204,SKU_0018,1,WP_0102,19,15
ORD_0331,SKU_0018,1,WP_0102,19,16
ORD_0331,SKU_0304,1,WP_0102,19,17
ORD_0268,SKU_0284,1,WP_0103,19,18
ORD_0364,SKU_0201,1,WP_0104,19,19
ORD_0128,SKU_0045,1,WP_0105,19,20
ORD_0212,SKU_0172,1,WP_0106,19,21
ORD_0212,SKU_0175,1,WP_0106,19,22
ORD_0081,SKU_0033,1,WP_0110,19,23
ORD_0081,SKU_0224,1,WP_0110,19,24
ORD_0331,SKU_0055,1,WP_0143,19,25
ORD_0364,SKU_0137,1,WP_0146,19,26
ORD_0034,SKU_0115,1,WP_0092,20,1
ORD_0306,SKU_0036,1,WP_0093,20,2
ORD_0306,SKU_0296,1,WP_0093,20,3
ORD_0306,SKU_0150,1,WP_0116,20,4
ORD_0306,SKU_0042,1,WP_0116,20,5
ORD_0034,SKU_0239,1,WP_0119,20,6
ORD_0034,SKU_0092,1,WP_0128,20,7
ORD_0313,SKU_0075,1,WP_0043,21,1
ORD_0313,SKU_0209,1,WP_0045,21,2
ORD_0447,SKU_0068,1,WP_0047,21,3
ORD_0210,SKU_0246,1,WP_0049,21,4
ORD_0358,SKU_0139,1,WP_0050,21,5
ORD_0431,SKU_0155,1,WP_0055,21,6
ORD_0447,SKU_0289,1,WP_0057,21,7
ORD_0313,SKU_0178,1,WP_0060,21,8
ORD_0210,SKU_0020,1,WP_0066,21,9
ORD_0358,SKU_0020,1,WP_0066,21,10
ORD_0431,SKU_0014,1,WP_0069,21,11
ORD_0358,SKU_0062,1,WP_0094,21,12
ORD_0313,SKU_0146,1,WP_0125,21,13
ORD_0210,SKU_0308,1,WP_0151,21,14
ORD_0451,SKU_0307,1,WP_0022,22,1
ORD_0456,SKU_0156,1,WP_0023,22,2
ORD_0209,SKU_0113,1,WP_0026,22,3
ORD_0451,SKU_0049,1,WP_0032,22,4
ORD_0456,SKU_0226,1,WP_0038,22,5
ORD_0209,SKU_0318,1,WP_0040,22,6
ORD_0209,SKU_0218,1,WP_0065,22,7
ORD_0451,SKU_0286,1,WP_0067,22,8
ORD_0456,SKU_0111,1,WP_0070,22,9
ORD_0209,SKU_0237,1,WP_0074,22,10
ORD_0456,SKU_0110,1,WP_0081,22,11
ORD_0451,SKU_0267,1,WP_0101,22,12
ORD_0456,SKU_0050,1,WP_0103,22,13
ORD_0394,SKU_0326,1,WP_0015,23,1
ORD_0208,SKU_0101,1,WP_0019,23,2
ORD_0441,SKU_0101,1,WP_0019,23,3
ORD_0010,SKU_0100,1,WP_0020,23,4
ORD_0298,SKU_0093,1,WP_0020,23,5
ORD_0298,SKU_0100,1,WP_0020,23,6
ORD_0099,SKU_0307,1,WP_0022,23,7
ORD_0099,SKU_0219,1,WP_0022,23,8
ORD_0420,SKU_0279,1,WP_0025,23,9
ORD_0420,SKU_0025,1,WP_0025,23,10
ORD_0003,SKU_0272,1,WP_0026,23,11
ORD_0045,SKU_0089,1,WP_0027,23,12
ORD_0208,SKU_0089,1,WP_0027,23,13
ORD_0245,SKU_0079,1,WP_0028,23,14
ORD_0208,SKU_0189,1,WP_0035,23,15
ORD_0099,SKU_0178,1,WP_0060,23,16
ORD_0045,SKU_0277,1,WP_0061,23,17
ORD_0208,SKU_0277,1,WP_0061,23,18
ORD_0441,SKU_0310,1,WP_0063,23,19
ORD_0298,SKU_0305,1,WP_0064,23,20
ORD_0394,SKU_0129,1,WP_0064,23,21
ORD_0298,SKU_0218,1,WP_0065,23,22
ORD_0010,SKU_0286,1,WP_0067,23,23
ORD_0420,SKU_0084,1,WP_0068,23,24
ORD_0099,SKU_0149,1,WP_0069,23,25
ORD_0245,SKU_0149,1,WP_0069,23,26
ORD_0003,SKU_0057,1,WP_0070,23,27
ORD_0441,SKU_0252,1,WP_0094,23,28
ORD_0441,SKU_0137,1,WP_0146,23,29
ORD_0045,SKU_0173,1,WP_0147,23,30
ORD_0010,SKU_0259,1,WP_0153,23,31
ORD_0394,SKU_0135,1,WP_0163,23,32
ORD_0458,SKU_0069,1,WP_0043,24,1
ORD_0458,SKU_0068,1,WP_0047,24,2
ORD_0164,SKU_0061,1,WP_0048,24,3
ORD_0057,SKU_0158,1,WP_0052,24,4
ORD_0350,SKU_0029,1,WP_0052,24,5
ORD_0031,SKU_0016,1,WP_0053,24,6
ORD_0332,SKU_0251,1,WP_0053,24,7
ORD_0164,SKU_0238,1,WP_0055,24,8
ORD_0157,SKU_0103,1,WP_0056,24,9
ORD_0057,SKU_0177,1,WP_0071,24,10
ORD_0157,SKU_0322,1,WP_0085,24,11
ORD_0332,SKU_0118,1,WP_0090,24,12
ORD_0164,SKU_0121,1,WP_0091,24,13
ORD_0458,SKU_0199,1,WP_0091,24,14
ORD_0057,SKU_0038,1,WP_0092,24,15
ORD_0057,SKU_0115,1,WP_0092,24,16
ORD_0350,SKU_0115,1,WP_0092,24,17
ORD_0031,SKU_0301,1,WP_0098,24,18
ORD_0164,SKU_0102,1,WP_0100,24,19
ORD_0145,SKU_0326,1,WP_0015,25,1
ORD_0145,SKU_0011,1,WP_0015,25,2
ORD_0050,SKU_0285,1,WP_0016,25,3
ORD_0412,SKU_0120,1,WP_0016,25,4
ORD_0412,SKU_0285,1,WP_0016,25,5
ORD_0190,SKU_0119,1,WP_0017,25,6
ORD_0050,SKU_0200,1,WP_0018,25,7
ORD_0412,SKU_0253,1,WP_0021,25,8
ORD_0190,SKU_0230,1,WP_0024,25,9
ORD_0190,SKU_0175,1,WP_0106,25,10
ORD_0050,SKU_0054,1,WP_0108,25,11
ORD_0412,SKU_0054,1,WP_0108,25,12
ORD_0412,SKU_0216,1,WP_0108,25,13
ORD_0145,SKU_0087,1,WP_0111,25,14
ORD_0190,SKU_0185,1,WP_0134,25,15
ORD_0216,SKU_0066,1,WP_0006,26,1
ORD_0026,SKU_0291,1,WP_0007,26,2
ORD_0439,SKU_0291,1,WP_0007,26,3
ORD_0439,SKU_0053,1,WP_0007,26,4
ORD_0026,SKU_0266,1,WP_0013,26,5
ORD_0439,SKU_0331,1,WP_0046,26,6
ORD_0026,SKU_0040,1,WP_0049,26,7
ORD_0216,SKU_0016,1,WP_0053,26,8
ORD_0026,SKU_0121,1,WP_0091,26,9
ORD_0216,SKU_0199,1,WP_0091,26,10
ORD_0026,SKU_0134,1,WP_0100,26,11
ORD_0216,SKU_0304,1,WP_0102,26,12
ORD_0439,SKU_0050,1,WP_0103,26,13
ORD_0216,SKU_0207,1,WP_0111,26,14
ORD_0439,SKU_0153,1,WP_0160,26,15
ORD_0400,SKU_0021,1,WP_0017,27,1
ORD_0432,SKU_0122,1,WP_0129,27,2
ORD_0383,SKU_0188,1,WP_0130,27,3
ORD_0114,SKU_0019,1,WP_0131,27,4
ORD_0022,SKU_0256,1,WP_0133,27,5
ORD_0400,SKU_0236,1,WP_0133,27,6
ORD_0400,SKU_0256,1,WP_0133,27,7
ORD_0234,SKU_0012,1,WP_0135,27,8
ORD_0021,SKU_0030,1,WP_0136,27,9
ORD_0324,SKU_0047,1,WP_0137,27,10
ORD_0065,SKU_0124,1,WP_0139,27,11
ORD_0299,SKU_0198,1,WP_0140,27,12
ORD_0400,SKU_0194,1,WP_0140,27,13
ORD_0065,SKU_0249,1,WP_0167,27,14
ORD_0426,SKU_0180,1,WP_0009,28,1
ORD_0466,SKU_0104,1,WP_0059,28,2
ORD_0426,SKU_0260,1,WP_0060,28,3
ORD_0426,SKU_0136,1,WP_0062,28,4
ORD_0179,SKU_0228,1,WP_0065,28,5
ORD_0270,SKU_0228,1,WP_0065,28,6
ORD_0179,SKU_0144,1,WP_0099,28,7
ORD_0426,SKU_0001,1,WP_0099,28,8
ORD_0466,SKU_0154,1,WP_0101,28,9
ORD_0270,SKU_0325,1,WP_0105,28,10
ORD_0426,SKU_0172,1,WP_0106,28,11
ORD_0179,SKU_0054,1,WP_0108,28,12
ORD_0466,SKU_0248,1,WP_0142,28,13
ORD_0049,SKU_0035,1,WP_0002,29,1
ORD_0025,SKU_0291,1,WP_0007,29,2
ORD_0049,SKU_0265,1,WP_0033,29,3
ORD_0025,SKU_0226,1,WP_0038,29,4
ORD_0025,SKU_0138,1,WP_0038,29,5
ORD_0025,SKU_0029,1,WP_0052,29,6
ORD_0049,SKU_0251,1,WP_0053,29,7
ORD_0025,SKU_0308,1,WP_0151,29,8
ORD_0284,SKU_0243,1,WP_0001,30,1
ORD_0463,SKU_0255,1,WP_0008,30,2
ORD_0463,SKU_0126,1,WP_0076,30,3
ORD_0284,SKU_0110,1,WP_0081,30,4
ORD_0284,SKU_0121,1,WP_0091,30,5
ORD_0284,SKU_0199,1,WP_0091,30,6
ORD_0463,SKU_0217,1,WP_0095,30,7
ORD_0463,SKU_0306,1,WP_0107,30,8
ORD_0284,SKU_0205,1,WP_0109,30,9
ORD_0336,SKU_0195,1,WP_0009,31,1
ORD_0254,SKU_0176,1,WP_0011,31,2
ORD_0254,SKU_0085,1,WP_0011,31,3
ORD_0347,SKU_0116,1,WP_0013,31,4
ORD_0254,SKU_0004,1,WP_0029,31,5
ORD_0347,SKU_0141,1,WP_0031,31,6
ORD_0336,SKU_0227,1,WP_0039,31,7
ORD_0254,SKU_0050,1,WP_0103,31,8
ORD_0032,SKU_0138,1,WP_0038,32,1
ORD_0398,SKU_0104,1,WP_0059,32,2
