ORD_NO,SKU_CD,NUM_PCS,LOC,CART_NO,SEQ,PICKER_NO,BATCH_NO
ORD_0245,SKU_0079,1,WP_0028,5,6,1.0,15.0
ORD_0208,SKU_0189,1,WP_0035,5,7,1.0,15.0
ORD_0208,SKU_0277,1,WP_0061,5,8,1.0,15.0
ORD_0298,SKU_0305,1,WP_0064,5,9,1.0,15.0
ORD_0394,SKU_0129,1,WP_0064,5,10,1.0,15.0
ORD_0298,SKU_0218,1,WP_0065,5,11,1.0,15.0
ORD_0245,SKU_0149,1,WP_0069,5,12,1.0,15.0
ORD_0394,SKU_0135,1,WP_0163,5,13,1.0,15.0
ORD_0258,SKU_0117,1,WP_0008,6,1,2.0,2.0
ORD_0004,SKU_0180,1,WP_0009,6,2,2.0,2.0
ORD_0441,SKU_0101,1,WP_0019,6,3,2.0,2.0
ORD_0420,SKU_0279,1,WP_0025,6,4,2.0,2.0
ORD_0420,SKU_0025,1,WP_0025,6,5,2.0,2.0
ORD_0441,SKU_0310,1,WP_0063,6,6,2.0,2.0
ORD_0420,SKU_0084,1,WP_0068,6,7,2.0,2.0
ORD_0258,SKU_0126,1,WP_0076,6,8,2.0,2.0
ORD_0004,SKU_0037,1,WP_0082,6,9,2.0,2.0
ORD_0441,SKU_0252,1,WP_0094,6,10,2.0,2.0
ORD_0004,SKU_0144,1,WP_0099,6,11,2.0,2.0
ORD_0258,SKU_0224,1,WP_0110,6,12,2.0,2.0
ORD_0004,SKU_0097,1,WP_0114,6,13,2.0,2.0
ORD_0441,SKU_0137,1,WP_0146,6,14,2.0,2.0
ORD_0258,SKU_0330,1,WP_0160,6,15,2.0,2.0
ORD_0005,SKU_0315,1,WP_0045,7,1,1.0,17.0
ORD_0054,SKU_0254,1,WP_0050,7,2,1.0,17.0
ORD_0467,SKU_0254,1,WP_0050,7,3,1.0,17.0
ORD_0418,SKU_0334,1,WP_0051,7,4,1.0,17.0
ORD_0467,SKU_0271,1,WP_0073,7,5,1.0,17.0
ORD_0418,SKU_0202,1,WP_0075,7,6,1.0,17.0
ORD_0005,SKU_0183,1,WP_0077,7,7,1.0,17.0
ORD_0005,SKU_0151,1,WP_0077,7,8,1.0,17.0
ORD_0054,SKU_0335,1,WP_0083,7,9,1.0,17.0
ORD_0467,SKU_0008,1,WP_0083,7,10,1.0,17.0
ORD_0005,SKU_0175,1,WP_0106,7,11,1.0,17.0
ORD_0054,SKU_0281,1,WP_0139,7,12,1.0,17.0
ORD_0286,SKU_0269,1,WP_0087,8,1,2.0,1.0
ORD_0218,SKU_0199,1,WP_0091,8,2,2.0,1.0
ORD_0006,SKU_0023,1,WP_0097,8,3,2.0,1.0
ORD_0083,SKU_0321,1,WP_0098,8,4,2.0,1.0
ORD_0325,SKU_0333,1,WP_0088,9,1,3.0,1.0
ORD_0322,SKU_0319,1,WP_0089,9,2,3.0,1.0
ORD_0294,SKU_0296,1,WP_0093,9,3,3.0,1.0
ORD_0353,SKU_0036,1,WP_0093,9,4,3.0,1.0
ORD_0480,SKU_0275,1,WP_0088,10,1,2.0,16.0
ORD_0007,SKU_0319,1,WP_0089,10,2,2.0,16.0
ORD_0453,SKU_0094,1,WP_0090,10,3,2.0,16.0
ORD_0163,SKU_0273,1,WP_0095,10,4,2.0,16.0
ORD_0007,SKU_0211,1,WP_0155,10,5,2.0,16.0
ORD_0163,SKU_0160,1,WP_0157,10,6,2.0,16.0
ORD_0008,SKU_0127,1,WP_0005,11,1,2.0,17.0
ORD_0076,SKU_0195,1,WP_0009,11,2,2.0,17.0
ORD_0076,SKU_0032,1,WP_0019,11,3,2.0,17.0
ORD_0008,SKU_0208,1,WP_0024,11,4,2.0,17.0
ORD_0008,SKU_0228,1,WP_0065,11,5,2.0,17.0
ORD_0008,SKU_0286,1,WP_0067,11,6,2.0,17.0
ORD_0076,SKU_0111,1,WP_0070,11,7,2.0,17.0
ORD_0008,SKU_0237,1,WP_0074,11,8,2.0,17.0
ORD_0243,SKU_0091,1,WP_0086,11,9,2.0,17.0
ORD_0349,SKU_0199,1,WP_0091,11,10,2.0,17.0
ORD_0349,SKU_0162,1,WP_0159,11,11,2.0,17.0
ORD_0243,SKU_0153,1,WP_0160,11,12,2.0,17.0
ORD_0095,SKU_0300,1,WP_0002,12,1,3.0,17.0
ORD_0086,SKU_0106,1,WP_0010,12,2,3.0,17.0
ORD_0189,SKU_0043,1,WP_0010,12,3,3.0,17.0
ORD_0086,SKU_0120,1,WP_0016,12,4,3.0,17.0
ORD_0095,SKU_0123,1,WP_0023,12,5,3.0,17.0
ORD_0189,SKU_0006,1,WP_0027,12,6,3.0,17.0
ORD_0009,SKU_0268,1,WP_0041,12,7,3.0,17.0
ORD_0086,SKU_0316,1,WP_0058,12,8,3.0,17.0
ORD_0095,SKU_0136,1,WP_0062,12,9,3.0,17.0
ORD_0189,SKU_0292,1,WP_0062,12,10,3.0,17.0
ORD_0086,SKU_0236,1,WP_0133,12,11,3.0,17.0
ORD_0095,SKU_0164,1,WP_0152,12,12,3.0,17.0
ORD_0106,SKU_0197,1,WP_0030,13,1,2.0,16.0
ORD_0106,SKU_0283,1,WP_0030,13,2,2.0,16.0
ORD_0186,SKU_0197,1,WP_0030,13,3,2.0,16.0
ORD_0191,SKU_0283,1,WP_0030,13,4,2.0,16.0
ORD_0107,SKU_0141,1,WP_0031,13,5,2.0,16.0
ORD_0186,SKU_0077,1,WP_0042,13,6,2.0,16.0
ORD_0106,SKU_0163,1,WP_0164,13,7,2.0,16.0
ORD_0340,SKU_0049,1,WP_0032,14,1,3.0,14.0
ORD_0340,SKU_0130,1,WP_0032,14,2,3.0,14.0
ORD_0261,SKU_0265,1,WP_0033,14,3,3.0,14.0
ORD_0283,SKU_0336,1,WP_0035,14,4,3.0,14.0
ORD_0283,SKU_0258,1,WP_0039,14,5,3.0,14.0
ORD_0283,SKU_0227,1,WP_0039,14,6,3.0,14.0
ORD_0295,SKU_0028,1,WP_0040,14,7,3.0,14.0
ORD_0283,SKU_0334,1,WP_0051,14,8,3.0,14.0
ORD_0340,SKU_0150,1,WP_0116,14,9,3.0,14.0
ORD_0390,SKU_0283,1,WP_0030,15,1,4.0,9.0
ORD_0380,SKU_0204,1,WP_0031,15,2,4.0,9.0
ORD_0380,SKU_0141,1,WP_0031,15,3,4.0,9.0
ORD_0450,SKU_0170,1,WP_0033,15,4,4.0,9.0
ORD_0450,SKU_0265,1,WP_0033,15,5,4.0,9.0
ORD_0407,SKU_0138,1,WP_0038,15,6,4.0,9.0
ORD_0407,SKU_0268,1,WP_0041,15,7,4.0,9.0
ORD_0407,SKU_0317,1,WP_0041,15,8,4.0,9.0
ORD_0450,SKU_0118,1,WP_0090,15,9,4.0,9.0
ORD_0407,SKU_0045,1,WP_0105,15,10,4.0,9.0
ORD_0407,SKU_0019,1,WP_0131,15,11,4.0,9.0
ORD_0472,SKU_0098,1,WP_0036,16,1,3.0,24.0
ORD_0087,SKU_0044,1,WP_0037,16,2,3.0,24.0
ORD_0172,SKU_0044,1,WP_0037,16,3,3.0,24.0
ORD_0087,SKU_0028,1,WP_0040,16,4,3.0,24.0
ORD_0011,SKU_0317,1,WP_0041,16,5,3.0,24.0
ORD_0087,SKU_0136,1,WP_0062,16,6,3.0,24.0
ORD_0011,SKU_0305,1,WP_0064,16,7,3.0,24.0
ORD_0172,SKU_0017,1,WP_0067,16,8,3.0,24.0
ORD_0012,SKU_0007,1,WP_0034,17,1,3.0,21.0
ORD_0111,SKU_0336,1,WP_0035,17,2,3.0,21.0
ORD_0111,SKU_0189,1,WP_0035,17,3,3.0,21.0
ORD_0356,SKU_0067,1,WP_0037,17,4,3.0,21.0
ORD_0308,SKU_0227,1,WP_0039,17,5,3.0,21.0
ORD_0356,SKU_0222,1,WP_0059,17,6,3.0,21.0
ORD_0308,SKU_0286,1,WP_0067,17,7,3.0,21.0
ORD_0111,SKU_0323,1,WP_0158,17,8,3.0,21.0
ORD_0012,SKU_0076,1,WP_0165,17,9,3.0,21.0
ORD_0012,SKU_0148,1,WP_0165,17,10,3.0,21.0
ORD_0024,SKU_0285,1,WP_0016,18,1,4.0,9.0
ORD_0013,SKU_0143,1,WP_0018,18,2,4.0,9.0
ORD_0027,SKU_0100,1,WP_0020,18,3,4.0,9.0
ORD_0387,SKU_0067,1,WP_0037,18,4,4.0,9.0
ORD_0387,SKU_0135,1,WP_0163,18,5,4.0,9.0
ORD_0188,SKU_0119,1,WP_0017,19,1,3.0,16.0
ORD_0188,SKU_0253,1,WP_0021,19,2,3.0,16.0
ORD_0077,SKU_0230,1,WP_0024,19,3,3.0,16.0
ORD_0077,SKU_0208,1,WP_0024,19,4,3.0,16.0
ORD_0037,SKU_0025,1,WP_0025,19,5,3.0,16.0
ORD_0197,SKU_0279,1,WP_0025,19,6,3.0,16.0
ORD_0077,SKU_0113,1,WP_0026,19,7,3.0,16.0
ORD_0351,SKU_0021,1,WP_0017,20,1,4.0,11.0
ORD_0289,SKU_0253,1,WP_0021,20,2,4.0,11.0
ORD_0289,SKU_0123,1,WP_0023,20,3,4.0,11.0
ORD_0289,SKU_0156,1,WP_0023,20,4,4.0,11.0
ORD_0357,SKU_0156,1,WP_0023,20,5,4.0,11.0
ORD_0351,SKU_0230,1,WP_0024,20,6,4.0,11.0
ORD_0304,SKU_0079,1,WP_0028,20,7,4.0,11.0
ORD_0351,SKU_0079,1,WP_0028,20,8,4.0,11.0
ORD_0351,SKU_0121,1,WP_0091,20,9,4.0,11.0
ORD_0289,SKU_0041,1,WP_0117,20,10,4.0,11.0
ORD_0378,SKU_0143,1,WP_0018,21,1,4.0,1.0
ORD_0373,SKU_0032,1,WP_0019,21,2,4.0,1.0
ORD_0415,SKU_0307,1,WP_0022,21,3,4.0,1.0
ORD_0435,SKU_0025,1,WP_0025,21,4,4.0,1.0
ORD_0460,SKU_0200,1,WP_0018,22,1,4.0,21.0
ORD_0438,SKU_0253,1,WP_0021,22,2,4.0,21.0
ORD_0438,SKU_0307,1,WP_0022,22,3,4.0,21.0
ORD_0444,SKU_0307,1,WP_0022,22,4,4.0,21.0
ORD_0459,SKU_0208,1,WP_0024,22,5,4.0,21.0
ORD_0459,SKU_0230,1,WP_0024,22,6,4.0,21.0
ORD_0444,SKU_0113,1,WP_0026,22,7,4.0,21.0
ORD_0444,SKU_0272,1,WP_0026,22,8,4.0,21.0
ORD_0444,SKU_0218,1,WP_0065,22,9,4.0,21.0
ORD_0444,SKU_0088,1,WP_0097,22,10,4.0,21.0
ORD_0376,SKU_0288,1,WP_0004,23,1,1.0,5.0
ORD_0015,SKU_0048,1,WP_0006,23,2,1.0,5.0
ORD_0015,SKU_0066,1,WP_0006,23,3,1.0,5.0
ORD_0376,SKU_0255,1,WP_0008,23,4,1.0,5.0
ORD_0015,SKU_0326,1,WP_0015,23,5,1.0,5.0
ORD_0292,SKU_0143,1,WP_0018,23,6,1.0,5.0
ORD_0376,SKU_0100,1,WP_0020,23,7,1.0,5.0
ORD_0376,SKU_0229,1,WP_0073,23,8,1.0,5.0
ORD_0015,SKU_0112,1,WP_0076,23,9,1.0,5.0
ORD_0015,SKU_0296,1,WP_0093,23,10,1.0,5.0
ORD_0376,SKU_0062,1,WP_0094,23,11,1.0,5.0
ORD_0014,SKU_0274,1,WP_0120,23,12,1.0,5.0
ORD_0292,SKU_0010,1,WP_0122,23,13,1.0,5.0
ORD_0292,SKU_0072,1,WP_0125,23,14,1.0,5.0
ORD_0292,SKU_0192,1,WP_0132,23,15,1.0,5.0
ORD_0292,SKU_0174,1,WP_0132,23,16,1.0,5.0
ORD_0014,SKU_0235,1,WP_0138,23,17,1.0,5.0
ORD_0217,SKU_0189,1,WP_0035,24,1,1.0,11.0
ORD_0233,SKU_0315,1,WP_0045,24,2,1.0,11.0
ORD_0233,SKU_0209,1,WP_0045,24,3,1.0,11.0
ORD_0016,SKU_0068,1,WP_0047,24,4,1.0,11.0
ORD_0016,SKU_0244,1,WP_0047,24,5,1.0,11.0
ORD_0016,SKU_0068,1,WP_0047,24,6,1.0,11.0
ORD_0217,SKU_0309,1,WP_0048,24,7,1.0,11.0
ORD_0217,SKU_0061,1,WP_0048,24,8,1.0,11.0
ORD_0217,SKU_0139,1,WP_0050,24,9,1.0,11.0
ORD_0176,SKU_0027,1,WP_0054,24,10,1.0,11.0
ORD_0176,SKU_0009,1,WP_0054,24,11,1.0,11.0
ORD_0233,SKU_0103,1,WP_0056,24,12,1.0,11.0
ORD_0233,SKU_0031,1,WP_0056,24,13,1.0,11.0
ORD_0233,SKU_0013,1,WP_0145,24,14,1.0,11.0
ORD_0217,SKU_0005,1,WP_0166,24,15,1.0,11.0
ORD_0333,SKU_0182,1,WP_0044,25,1,2.0,2.0
ORD_0297,SKU_0331,1,WP_0046,25,2,2.0,2.0
ORD_0361,SKU_0331,1,WP_0046,25,3,2.0,2.0
ORD_0263,SKU_0244,1,WP_0047,25,4,2.0,2.0
ORD_0374,SKU_0264,1,WP_0046,26,1,3.0,16.0
ORD_0374,SKU_0238,1,WP_0055,26,2,3.0,16.0
ORD_0449,SKU_0103,1,WP_0056,26,3,3.0,16.0
ORD_0017,SKU_0112,1,WP_0076,26,4,3.0,16.0
ORD_0113,SKU_0276,1,WP_0081,26,5,3.0,16.0
ORD_0113,SKU_0276,1,WP_0081,26,6,3.0,16.0
ORD_0129,SKU_0015,1,WP_0078,27,1,4.0,16.0
ORD_0139,SKU_0314,1,WP_0080,27,2,4.0,16.0
ORD_0140,SKU_0276,1,WP_0081,27,3,4.0,16.0
ORD_0140,SKU_0110,1,WP_0081,27,4,4.0,16.0
ORD_0137,SKU_0335,1,WP_0083,27,5,4.0,16.0
ORD_0140,SKU_0214,1,WP_0115,27,6,4.0,16.0
ORD_0246,SKU_0243,1,WP_0001,28,1,4.0,24.0
ORD_0146,SKU_0152,1,WP_0072,28,2,4.0,24.0
ORD_0246,SKU_0015,1,WP_0078,28,3,4.0,24.0
ORD_0246,SKU_0282,1,WP_0078,28,4,4.0,24.0
ORD_0246,SKU_0161,1,WP_0080,28,5,4.0,24.0
ORD_0250,SKU_0110,1,WP_0081,28,6,4.0,24.0
ORD_0146,SKU_0024,1,WP_0084,28,7,4.0,24.0
ORD_0148,SKU_0026,1,WP_0084,28,8,4.0,24.0
ORD_0275,SKU_0177,1,WP_0071,29,1,4.0,11.0
ORD_0321,SKU_0080,1,WP_0072,29,2,4.0,11.0
ORD_0314,SKU_0257,1,WP_0075,29,3,4.0,11.0
ORD_0314,SKU_0202,1,WP_0075,29,4,4.0,11.0
ORD_0328,SKU_0221,1,WP_0082,29,5,4.0,11.0
ORD_0334,SKU_0074,1,WP_0036,30,1,2.0,22.0
ORD_0371,SKU_0310,1,WP_0063,30,2,2.0,22.0
ORD_0334,SKU_0112,1,WP_0076,30,3,2.0,22.0
ORD_0334,SKU_0126,1,WP_0076,30,4,2.0,22.0
ORD_0334,SKU_0184,1,WP_0079,30,5,2.0,22.0
ORD_0363,SKU_0037,1,WP_0082,30,6,2.0,22.0
ORD_0371,SKU_0008,1,WP_0083,30,7,2.0,22.0
ORD_0371,SKU_0335,1,WP_0083,30,8,2.0,22.0
ORD_0401,SKU_0024,1,WP_0084,30,9,2.0,22.0
ORD_0334,SKU_0262,1,WP_0104,30,10,2.0,22.0
ORD_0018,SKU_0307,1,WP_0022,31,1,3.0,22.0
ORD_0339,SKU_0208,1,WP_0024,31,2,3.0,22.0
ORD_0404,SKU_0265,1,WP_0033,31,3,3.0,22.0
ORD_0433,SKU_0165,1,WP_0071,31,4,3.0,22.0
ORD_0018,SKU_0202,1,WP_0075,31,5,3.0,22.0
ORD_0339,SKU_0183,1,WP_0077,31,6,3.0,22.0
ORD_0404,SKU_0161,1,WP_0080,31,7,3.0,22.0
ORD_0404,SKU_0314,1,WP_0080,31,8,3.0,22.0
ORD_0404,SKU_0314,1,WP_0080,31,9,3.0,22.0
ORD_0018,SKU_0221,1,WP_0082,31,10,3.0,22.0
ORD_0019,SKU_0053,1,WP_0007,32,1,3.0,2.0
ORD_0198,SKU_0053,1,WP_0007,32,2,3.0,2.0
ORD_0223,SKU_0291,1,WP_0007,32,3,3.0,2.0
ORD_0223,SKU_0085,1,WP_0011,32,4,3.0,2.0
ORD_0360,SKU_0011,1,WP_0015,32,5,3.0,2.0
ORD_0223,SKU_0182,1,WP_0044,32,6,3.0,2.0
ORD_0223,SKU_0298,1,WP_0044,32,7,3.0,2.0
ORD_0019,SKU_0315,1,WP_0045,32,8,3.0,2.0
ORD_0019,SKU_0309,1,WP_0048,32,9,3.0,2.0
ORD_0198,SKU_0155,1,WP_0055,32,10,3.0,2.0
ORD_0198,SKU_0238,1,WP_0055,32,11,3.0,2.0
ORD_0360,SKU_0080,1,WP_0072,32,12,3.0,2.0
ORD_0360,SKU_0152,1,WP_0072,32,13,3.0,2.0
ORD_0360,SKU_0207,1,WP_0111,32,14,3.0,2.0
ORD_0198,SKU_0312,1,WP_0150,32,15,3.0,2.0
ORD_0455,SKU_0043,1,WP_0010,33,1,2.0,21.0
ORD_0142,SKU_0081,1,WP_0029,33,2,2.0,21.0
ORD_0020,SKU_0204,1,WP_0031,33,3,2.0,21.0
ORD_0028,SKU_0074,1,WP_0036,33,4,2.0,21.0
ORD_0020,SKU_0029,1,WP_0052,33,5,2.0,21.0
ORD_0020,SKU_0158,1,WP_0052,33,6,2.0,21.0
ORD_0455,SKU_0158,1,WP_0052,33,7,2.0,21.0
ORD_0142,SKU_0251,1,WP_0053,33,8,2.0,21.0
ORD_0028,SKU_0031,1,WP_0056,33,9,2.0,21.0
ORD_0142,SKU_0210,1,WP_0134,33,10,2.0,21.0
ORD_0020,SKU_0294,1,WP_0150,33,11,2.0,21.0
ORD_0219,SKU_0336,1,WP_0035,34,1,2.0,10.0
ORD_0219,SKU_0189,1,WP_0035,34,2,2.0,10.0
ORD_0170,SKU_0098,1,WP_0036,34,3,2.0,10.0
ORD_0170,SKU_0258,1,WP_0039,34,4,2.0,10.0
ORD_0184,SKU_0028,1,WP_0040,34,5,2.0,10.0
ORD_0222,SKU_0028,1,WP_0040,34,6,2.0,10.0
ORD_0184,SKU_0209,1,WP_0045,34,7,2.0,10.0
ORD_0219,SKU_0315,1,WP_0045,34,8,2.0,10.0
ORD_0222,SKU_0040,1,WP_0049,34,9,2.0,10.0
ORD_0222,SKU_0246,1,WP_0049,34,10,2.0,10.0
ORD_0170,SKU_0299,1,WP_0051,34,11,2.0,10.0
ORD_0219,SKU_0014,1,WP_0069,34,12,2.0,10.0
ORD_0170,SKU_0026,1,WP_0084,34,13,2.0,10.0
ORD_0184,SKU_0193,1,WP_0164,34,14,2.0,10.0
ORD_0170,SKU_0167,1,WP_0167,34,15,2.0,10.0
ORD_0428,SKU_0006,1,WP_0027,35,1,2.0,20.0
ORD_0428,SKU_0049,1,WP_0032,35,2,2.0,20.0
ORD_0428,SKU_0007,1,WP_0034,35,3,2.0,20.0
ORD_0249,SKU_0067,1,WP_0037,35,4,2.0,20.0
ORD_0249,SKU_0182,1,WP_0044,35,5,2.0,20.0
ORD_0428,SKU_0298,1,WP_0044,35,6,2.0,20.0
ORD_0428,SKU_0299,1,WP_0051,35,7,2.0,20.0
ORD_0249,SKU_0029,1,WP_0052,35,8,2.0,20.0
ORD_0022,SKU_0256,1,WP_0133,35,9,2.0,20.0
ORD_0249,SKU_0210,1,WP_0134,35,10,2.0,20.0
ORD_0021,SKU_0030,1,WP_0136,35,11,2.0,20.0
ORD_0114,SKU_0019,1,WP_0131,36,1,3.0,14.0
ORD_0234,SKU_0012,1,WP_0135,36,2,3.0,14.0
ORD_0065,SKU_0124,1,WP_0139,36,3,3.0,14.0
ORD_0299,SKU_0198,1,WP_0140,36,4,3.0,14.0
ORD_0065,SKU_0249,1,WP_0167,36,5,3.0,14.0
ORD_0400,SKU_0021,1,WP_0017,37,1,4.0,16.0
ORD_0432,SKU_0122,1,WP_0129,37,2,4.0,16.0
ORD_0383,SKU_0188,1,WP_0130,37,3,4.0,16.0
ORD_0400,SKU_0236,1,WP_0133,37,4,4.0,16.0
ORD_0400,SKU_0256,1,WP_0133,37,5,4.0,16.0
ORD_0324,SKU_0047,1,WP_0137,37,6,4.0,16.0
ORD_0400,SKU_0194,1,WP_0140,37,7,4.0,16.0
ORD_0023,SKU_0277,1,WP_0061,38,1,3.0,20.0
ORD_0023,SKU_0277,1,WP_0061,38,2,3.0,20.0
ORD_0023,SKU_0297,1,WP_0061,38,3,3.0,20.0
ORD_0118,SKU_0292,1,WP_0062,38,4,3.0,20.0
ORD_0118,SKU_0136,1,WP_0062,38,5,3.0,20.0
ORD_0133,SKU_0129,1,WP_0064,38,6,3.0,20.0
ORD_0133,SKU_0020,1,WP_0066,38,7,3.0,20.0
ORD_0038,SKU_0017,1,WP_0067,38,8,3.0,20.0
ORD_0023,SKU_0038,1,WP_0092,38,9,3.0,20.0
ORD_0023,SKU_0185,1,WP_0134,38,10,3.0,20.0
ORD_0118,SKU_0210,1,WP_0134,38,11,3.0,20.0
ORD_0342,SKU_0125,1,WP_0057,39,1,3.0,26.0
ORD_0366,SKU_0293,1,WP_0063,39,2,3.0,26.0
ORD_0326,SKU_0305,1,WP_0064,39,3,3.0,26.0
ORD_0326,SKU_0129,1,WP_0064,39,4,3.0,26.0
ORD_0155,SKU_0111,1,WP_0070,39,5,3.0,26.0
ORD_0155,SKU_0057,1,WP_0070,39,6,3.0,26.0
ORD_0437,SKU_0109,1,WP_0058,40,1,4.0,14.0
ORD_0370,SKU_0277,1,WP_0061,40,2,4.0,14.0
ORD_0377,SKU_0292,1,WP_0062,40,3,4.0,14.0
ORD_0367,SKU_0310,1,WP_0063,40,4,4.0,14.0
ORD_0377,SKU_0220,1,WP_0068,40,5,4.0,14.0
ORD_0049,SKU_0035,1,WP_0002,41,1,4.0,4.0
ORD_0025,SKU_0291,1,WP_0007,41,2,4.0,4.0
ORD_0049,SKU_0265,1,WP_0033,41,3,4.0,4.0
ORD_0025,SKU_0226,1,WP_0038,41,4,4.0,4.0
ORD_0025,SKU_0138,1,WP_0038,41,5,4.0,4.0
ORD_0025,SKU_0029,1,WP_0052,41,6,4.0,4.0
ORD_0049,SKU_0251,1,WP_0053,41,7,4.0,4.0
ORD_0476,SKU_0297,1,WP_0061,41,8,4.0,4.0
ORD_0445,SKU_0292,1,WP_0062,41,9,4.0,4.0
ORD_0476,SKU_0292,1,WP_0062,41,10,4.0,4.0
ORD_0476,SKU_0220,1,WP_0068,41,11,4.0,4.0
ORD_0476,SKU_0183,1,WP_0077,41,12,4.0,4.0
ORD_0476,SKU_0303,1,WP_0118,41,13,4.0,4.0
ORD_0025,SKU_0308,1,WP_0151,41,14,4.0,4.0
ORD_0216,SKU_0066,1,WP_0006,42,1,1.0,6.0
ORD_0026,SKU_0291,1,WP_0007,42,2,1.0,6.0
ORD_0439,SKU_0291,1,WP_0007,42,3,1.0,6.0
ORD_0439,SKU_0053,1,WP_0007,42,4,1.0,6.0
ORD_0026,SKU_0266,1,WP_0013,42,5,1.0,6.0
ORD_0029,SKU_0232,1,WP_0014,42,6,1.0,6.0
ORD_0029,SKU_0203,1,WP_0014,42,7,1.0,6.0
ORD_0439,SKU_0331,1,WP_0046,42,8,1.0,6.0
ORD_0026,SKU_0040,1,WP_0049,42,9,1.0,6.0
