ORD_NO,SKU_CD,NUM_PCS,LOC,CART_NO,SEQ
ORD_0077,SKU_0113,1,WP_0026,8,26
ORD_0444,SKU_0113,1,WP_0026,8,27
ORD_0444,SKU_0272,1,WP_0026,8,28
ORD_0304,SKU_0079,1,WP_0028,8,29
ORD_0351,SKU_0079,1,WP_0028,8,30
ORD_0444,SKU_0218,1,WP_0065,8,31
ORD_0351,SKU_0121,1,WP_0091,8,32
ORD_0444,SKU_0088,1,WP_0097,8,33
ORD_0289,SKU_0041,1,WP_0117,8,34
ORD_0465,SKU_0117,1,WP_0008,9,1
ORD_0465,SKU_0067,1,WP_0037,9,2
ORD_0465,SKU_0310,1,WP_0063,9,3
ORD_0465,SKU_0129,1,WP_0064,9,4
ORD_0465,SKU_0305,1,WP_0064,9,5
ORD_0097,SKU_0081,1,WP_0029,10,1
ORD_0427,SKU_0049,1,WP_0032,10,2
ORD_0100,SKU_0067,1,WP_0037,10,3
ORD_0194,SKU_0044,1,WP_0037,10,4
ORD_0194,SKU_0102,1,WP_0100,10,5
ORD_0427,SKU_0154,1,WP_0101,10,6
ORD_0097,SKU_0132,1,WP_0107,10,7
ORD_0097,SKU_0306,1,WP_0107,10,8
ORD_0100,SKU_0290,1,WP_0109,10,9
ORD_0100,SKU_0224,1,WP_0110,10,10
ORD_0427,SKU_0140,1,WP_0129,10,11
ORD_0097,SKU_0065,1,WP_0152,10,12
ORD_0427,SKU_0168,1,WP_0153,10,13
ORD_0030,SKU_0243,1,WP_0001,11,1
ORD_0030,SKU_0242,1,WP_0001,11,2
ORD_0395,SKU_0242,1,WP_0001,11,3
ORD_0242,SKU_0300,1,WP_0002,11,4
ORD_0320,SKU_0035,1,WP_0002,11,5
ORD_0395,SKU_0288,1,WP_0004,11,6
ORD_0267,SKU_0127,1,WP_0005,11,7
ORD_0267,SKU_0131,1,WP_0005,11,8
ORD_0381,SKU_0131,1,WP_0005,11,9
ORD_0369,SKU_0066,1,WP_0006,11,10
ORD_0320,SKU_0053,1,WP_0007,11,11
ORD_0430,SKU_0053,1,WP_0007,11,12
ORD_0213,SKU_0255,1,WP_0008,11,13
ORD_0381,SKU_0117,1,WP_0008,11,14
ORD_0430,SKU_0117,1,WP_0008,11,15
ORD_0430,SKU_0255,1,WP_0008,11,16
ORD_0434,SKU_0255,1,WP_0008,11,17
ORD_0047,SKU_0180,1,WP_0009,11,18
ORD_0068,SKU_0195,1,WP_0009,11,19
ORD_0369,SKU_0180,1,WP_0009,11,20
ORD_0205,SKU_0106,1,WP_0010,11,21
ORD_0320,SKU_0085,1,WP_0011,11,22
ORD_0440,SKU_0176,1,WP_0011,11,23
ORD_0030,SKU_0191,1,WP_0012,11,24
ORD_0397,SKU_0247,1,WP_0012,11,25
ORD_0397,SKU_0191,1,WP_0012,11,26
ORD_0429,SKU_0191,1,WP_0012,11,27
ORD_0430,SKU_0247,1,WP_0012,11,28
ORD_0029,SKU_0232,1,WP_0014,11,29
ORD_0029,SKU_0203,1,WP_0014,11,30
ORD_0030,SKU_0203,1,WP_0014,11,31
ORD_0068,SKU_0203,1,WP_0014,11,32
ORD_0030,SKU_0205,1,WP_0109,11,33
ORD_0267,SKU_0124,1,WP_0139,11,34
ORD_0205,SKU_0059,1,WP_0143,11,35
ORD_0320,SKU_0142,1,WP_0149,11,36
ORD_0320,SKU_0003,1,WP_0157,11,37
ORD_0064,SKU_0231,1,WP_0113,12,1
ORD_0144,SKU_0105,1,WP_0114,12,2
ORD_0193,SKU_0128,1,WP_0115,12,3
ORD_0312,SKU_0042,1,WP_0116,12,4
ORD_0345,SKU_0042,1,WP_0116,12,5
ORD_0101,SKU_0041,1,WP_0117,12,6
ORD_0207,SKU_0181,1,WP_0118,12,7
ORD_0033,SKU_0010,1,WP_0122,12,8
ORD_0033,SKU_0060,1,WP_0122,12,9
ORD_0277,SKU_0060,1,WP_0122,12,10
ORD_0061,SKU_0039,1,WP_0123,12,11
ORD_0276,SKU_0263,1,WP_0123,12,12
ORD_0033,SKU_0193,1,WP_0164,12,13
ORD_0039,SKU_0131,1,WP_0005,13,1
ORD_0039,SKU_0127,1,WP_0005,13,2
ORD_0039,SKU_0251,1,WP_0053,13,3
ORD_0039,SKU_0302,1,WP_0074,13,4
ORD_0039,SKU_0151,1,WP_0077,13,5
ORD_0162,SKU_0285,1,WP_0016,14,1
ORD_0354,SKU_0120,1,WP_0016,14,2
ORD_0228,SKU_0101,1,WP_0019,14,3
ORD_0043,SKU_0093,1,WP_0020,14,4
ORD_0043,SKU_0100,1,WP_0020,14,5
ORD_0161,SKU_0219,1,WP_0022,14,6
ORD_0228,SKU_0273,1,WP_0095,14,7
ORD_0043,SKU_0172,1,WP_0106,14,8
ORD_0162,SKU_0175,1,WP_0106,14,9
ORD_0161,SKU_0216,1,WP_0108,14,10
ORD_0161,SKU_0186,1,WP_0131,14,11
ORD_0161,SKU_0019,1,WP_0131,14,12
ORD_0043,SKU_0012,1,WP_0135,14,13
ORD_0043,SKU_0213,1,WP_0135,14,14
ORD_0354,SKU_0030,1,WP_0136,14,15
ORD_0354,SKU_0179,1,WP_0136,14,16
ORD_0162,SKU_0108,1,WP_0138,14,17
ORD_0228,SKU_0108,1,WP_0138,14,18
ORD_0228,SKU_0235,1,WP_0138,14,19
ORD_0160,SKU_0100,1,WP_0020,15,1
ORD_0160,SKU_0253,1,WP_0021,15,2
ORD_0419,SKU_0280,1,WP_0021,15,3
ORD_0160,SKU_0098,1,WP_0036,15,4
ORD_0419,SKU_0227,1,WP_0039,15,5
ORD_0160,SKU_0061,1,WP_0048,15,6
ORD_0419,SKU_0251,1,WP_0053,15,7
ORD_0342,SKU_0125,1,WP_0057,16,1
ORD_0437,SKU_0109,1,WP_0058,16,2
ORD_0023,SKU_0277,1,WP_0061,16,3
ORD_0023,SKU_0277,1,WP_0061,16,4
ORD_0023,SKU_0297,1,WP_0061,16,5
ORD_0370,SKU_0277,1,WP_0061,16,6
ORD_0476,SKU_0297,1,WP_0061,16,7
ORD_0118,SKU_0292,1,WP_0062,16,8
ORD_0118,SKU_0136,1,WP_0062,16,9
ORD_0377,SKU_0292,1,WP_0062,16,10
ORD_0445,SKU_0292,1,WP_0062,16,11
ORD_0476,SKU_0292,1,WP_0062,16,12
ORD_0366,SKU_0293,1,WP_0063,16,13
ORD_0367,SKU_0310,1,WP_0063,16,14
ORD_0133,SKU_0129,1,WP_0064,16,15
ORD_0326,SKU_0305,1,WP_0064,16,16
ORD_0326,SKU_0129,1,WP_0064,16,17
ORD_0133,SKU_0020,1,WP_0066,16,18
ORD_0038,SKU_0017,1,WP_0067,16,19
ORD_0377,SKU_0220,1,WP_0068,16,20
ORD_0476,SKU_0220,1,WP_0068,16,21
ORD_0155,SKU_0111,1,WP_0070,16,22
ORD_0155,SKU_0057,1,WP_0070,16,23
ORD_0476,SKU_0183,1,WP_0077,16,24
ORD_0023,SKU_0038,1,WP_0092,16,25
ORD_0476,SKU_0303,1,WP_0118,16,26
ORD_0023,SKU_0185,1,WP_0134,16,27
ORD_0118,SKU_0210,1,WP_0134,16,28
ORD_0246,SKU_0243,1,WP_0001,17,1
ORD_0404,SKU_0265,1,WP_0033,17,2
ORD_0334,SKU_0074,1,WP_0036,17,3
ORD_0371,SKU_0310,1,WP_0063,17,4
ORD_0275,SKU_0177,1,WP_0071,17,5
ORD_0433,SKU_0165,1,WP_0071,17,6
ORD_0146,SKU_0152,1,WP_0072,17,7
ORD_0321,SKU_0080,1,WP_0072,17,8
ORD_0314,SKU_0257,1,WP_0075,17,9
ORD_0314,SKU_0202,1,WP_0075,17,10
ORD_0017,SKU_0112,1,WP_0076,17,11
ORD_0334,SKU_0112,1,WP_0076,17,12
ORD_0334,SKU_0126,1,WP_0076,17,13
ORD_0129,SKU_0015,1,WP_0078,17,14
ORD_0246,SKU_0015,1,WP_0078,17,15
ORD_0246,SKU_0282,1,WP_0078,17,16
ORD_0334,SKU_0184,1,WP_0079,17,17
ORD_0139,SKU_0314,1,WP_0080,17,18
ORD_0246,SKU_0161,1,WP_0080,17,19
ORD_0404,SKU_0161,1,WP_0080,17,20
ORD_0404,SKU_0314,1,WP_0080,17,21
ORD_0404,SKU_0314,1,WP_0080,17,22
ORD_0113,SKU_0276,1,WP_0081,17,23
ORD_0113,SKU_0276,1,WP_0081,17,24
ORD_0140,SKU_0276,1,WP_0081,17,25
ORD_0140,SKU_0110,1,WP_0081,17,26
ORD_0250,SKU_0110,1,WP_0081,17,27
ORD_0328,SKU_0221,1,WP_0082,17,28
ORD_0363,SKU_0037,1,WP_0082,17,29
ORD_0137,SKU_0335,1,WP_0083,17,30
ORD_0371,SKU_0008,1,WP_0083,17,31
ORD_0371,SKU_0335,1,WP_0083,17,32
ORD_0146,SKU_0024,1,WP_0084,17,33
ORD_0148,SKU_0026,1,WP_0084,17,34
ORD_0401,SKU_0024,1,WP_0084,17,35
ORD_0334,SKU_0262,1,WP_0104,17,36
ORD_0140,SKU_0214,1,WP_0115,17,37
ORD_0331,SKU_0139,1,WP_0050,18,1
ORD_0081,SKU_0009,1,WP_0054,18,2
ORD_0331,SKU_0152,1,WP_0072,18,3
ORD_0204,SKU_0202,1,WP_0075,18,4
ORD_0128,SKU_0183,1,WP_0077,18,5
ORD_0268,SKU_0282,1,WP_0078,18,6
ORD_0364,SKU_0282,1,WP_0078,18,7
ORD_0364,SKU_0090,1,WP_0079,18,8
ORD_0081,SKU_0037,1,WP_0082,18,9
ORD_0081,SKU_0221,1,WP_0082,18,10
ORD_0182,SKU_0008,1,WP_0083,18,11
ORD_0212,SKU_0024,1,WP_0084,18,12
ORD_0364,SKU_0115,1,WP_0092,18,13
ORD_0182,SKU_0134,1,WP_0100,18,14
ORD_0204,SKU_0018,1,WP_0102,18,15
ORD_0331,SKU_0018,1,WP_0102,18,16
ORD_0331,SKU_0304,1,WP_0102,18,17
ORD_0268,SKU_0284,1,WP_0103,18,18
ORD_0364,SKU_0201,1,WP_0104,18,19
ORD_0128,SKU_0045,1,WP_0105,18,20
ORD_0212,SKU_0172,1,WP_0106,18,21
ORD_0212,SKU_0175,1,WP_0106,18,22
ORD_0081,SKU_0033,1,WP_0110,18,23
ORD_0081,SKU_0224,1,WP_0110,18,24
ORD_0331,SKU_0055,1,WP_0143,18,25
ORD_0364,SKU_0137,1,WP_0146,18,26
ORD_0034,SKU_0115,1,WP_0092,19,1
ORD_0306,SKU_0036,1,WP_0093,19,2
ORD_0306,SKU_0296,1,WP_0093,19,3
ORD_0306,SKU_0150,1,WP_0116,19,4
ORD_0306,SKU_0042,1,WP_0116,19,5
ORD_0034,SKU_0239,1,WP_0119,19,6
ORD_0034,SKU_0092,1,WP_0128,19,7
ORD_0313,SKU_0075,1,WP_0043,20,1
ORD_0313,SKU_0209,1,WP_0045,20,2
ORD_0447,SKU_0068,1,WP_0047,20,3
ORD_0210,SKU_0246,1,WP_0049,20,4
ORD_0358,SKU_0139,1,WP_0050,20,5
ORD_0431,SKU_0155,1,WP_0055,20,6
ORD_0447,SKU_0289,1,WP_0057,20,7
ORD_0313,SKU_0178,1,WP_0060,20,8
ORD_0210,SKU_0020,1,WP_0066,20,9
ORD_0358,SKU_0020,1,WP_0066,20,10
ORD_0431,SKU_0014,1,WP_0069,20,11
ORD_0358,SKU_0062,1,WP_0094,20,12
ORD_0313,SKU_0146,1,WP_0125,20,13
ORD_0210,SKU_0308,1,WP_0151,20,14
ORD_0451,SKU_0307,1,WP_0022,21,1
ORD_0456,SKU_0156,1,WP_0023,21,2
ORD_0209,SKU_0113,1,WP_0026,21,3
ORD_0451,SKU_0049,1,WP_0032,21,4
ORD_0456,SKU_0226,1,WP_0038,21,5
ORD_0209,SKU_0318,1,WP_0040,21,6
ORD_0209,SKU_0218,1,WP_0065,21,7
ORD_0451,SKU_0286,1,WP_0067,21,8
ORD_0456,SKU_0111,1,WP_0070,21,9
ORD_0209,SKU_0237,1,WP_0074,21,10
ORD_0456,SKU_0110,1,WP_0081,21,11
ORD_0451,SKU_0267,1,WP_0101,21,12
ORD_0456,SKU_0050,1,WP_0103,21,13
ORD_0394,SKU_0326,1,WP_0015,22,1
ORD_0208,SKU_0101,1,WP_0019,22,2
ORD_0441,SKU_0101,1,WP_0019,22,3
ORD_0010,SKU_0100,1,WP_0020,22,4
ORD_0298,SKU_0093,1,WP_0020,22,5
ORD_0298,SKU_0100,1,WP_0020,22,6
ORD_0099,SKU_0307,1,WP_0022,22,7
ORD_0099,SKU_0219,1,WP_0022,22,8
ORD_0420,SKU_0279,1,WP_0025,22,9
ORD_0420,SKU_0025,1,WP_0025,22,10
ORD_0003,SKU_0272,1,WP_0026,22,11
ORD_0045,SKU_0089,1,WP_0027,22,12
ORD_0208,SKU_0089,1,WP_0027,22,13
ORD_0245,SKU_0079,1,WP_0028,22,14
ORD_0208,SKU_0189,1,WP_0035,22,15
ORD_0099,SKU_0178,1,WP_0060,22,16
ORD_0045,SKU_0277,1,WP_0061,22,17
ORD_0208,SKU_0277,1,WP_0061,22,18
ORD_0441,SKU_0310,1,WP_0063,22,19
ORD_0298,SKU_0305,1,WP_0064,22,20
ORD_0394,SKU_0129,1,WP_0064,22,21
ORD_0298,SKU_0218,1,WP_0065,22,22
ORD_0010,SKU_0286,1,WP_0067,22,23
ORD_0420,SKU_0084,1,WP_0068,22,24
ORD_0099,SKU_0149,1,WP_0069,22,25
ORD_0245,SKU_0149,1,WP_0069,22,26
ORD_0003,SKU_0057,1,WP_0070,22,27
ORD_0441,SKU_0252,1,WP_0094,22,28
ORD_0441,SKU_0137,1,WP_0146,22,29
ORD_0045,SKU_0173,1,WP_0147,22,30
ORD_0010,SKU_0259,1,WP_0153,22,31
ORD_0394,SKU_0135,1,WP_0163,22,32
ORD_0458,SKU_0069,1,WP_0043,23,1
ORD_0458,SKU_0068,1,WP_0047,23,2
ORD_0164,SKU_0061,1,WP_0048,23,3
ORD_0057,SKU_0158,1,WP_0052,23,4
ORD_0350,SKU_0029,1,WP_0052,23,5
ORD_0031,SKU_0016,1,WP_0053,23,6
ORD_0332,SKU_0251,1,WP_0053,23,7
ORD_0164,SKU_0238,1,WP_0055,23,8
ORD_0157,SKU_0103,1,WP_0056,23,9
ORD_0057,SKU_0177,1,WP_0071,23,10
ORD_0157,SKU_0322,1,WP_0085,23,11
ORD_0332,SKU_0118,1,WP_0090,23,12
ORD_0164,SKU_0121,1,WP_0091,23,13
ORD_0458,SKU_0199,1,WP_0091,23,14
ORD_0057,SKU_0038,1,WP_0092,23,15
ORD_0057,SKU_0115,1,WP_0092,23,16
ORD_0350,SKU_0115,1,WP_0092,23,17
ORD_0031,SKU_0301,1,WP_0098,23,18
ORD_0164,SKU_0102,1,WP_0100,23,19
ORD_0145,SKU_0326,1,WP_0015,24,1
ORD_0145,SKU_0011,1,WP_0015,24,2
ORD_0050,SKU_0285,1,WP_0016,24,3
ORD_0412,SKU_0120,1,WP_0016,24,4
ORD_0412,SKU_0285,1,WP_0016,24,5
ORD_0190,SKU_0119,1,WP_0017,24,6
ORD_0050,SKU_0200,1,WP_0018,24,7
ORD_0412,SKU_0253,1,WP_0021,24,8
ORD_0190,SKU_0230,1,WP_0024,24,9
ORD_0190,SKU_0175,1,WP_0106,24,10
ORD_0050,SKU_0054,1,WP_0108,24,11
ORD_0412,SKU_0054,1,WP_0108,24,12
ORD_0412,SKU_0216,1,WP_0108,24,13
ORD_0145,SKU_0087,1,WP_0111,24,14
ORD_0190,SKU_0185,1,WP_0134,24,15
ORD_0216,SKU_0066,1,WP_0006,25,1
ORD_0026,SKU_0291,1,WP_0007,25,2
ORD_0439,SKU_0291,1,WP_0007,25,3
ORD_0439,SKU_0053,1,WP_0007,25,4
ORD_0026,SKU_0266,1,WP_0013,25,5
ORD_0439,SKU_0331,1,WP_0046,25,6
ORD_0026,SKU_0040,1,WP_0049,25,7
ORD_0216,SKU_0016,1,WP_0053,25,8
ORD_0026,SKU_0121,1,WP_0091,25,9
ORD_0216,SKU_0199,1,WP_0091,25,10
ORD_0026,SKU_0134,1,WP_0100,25,11
ORD_0216,SKU_0304,1,WP_0102,25,12
ORD_0439,SKU_0050,1,WP_0103,25,13
ORD_0216,SKU_0207,1,WP_0111,25,14
ORD_0439,SKU_0153,1,WP_0160,25,15
ORD_0400,SKU_0021,1,WP_0017,26,1
ORD_0432,SKU_0122,1,WP_0129,26,2
ORD_0383,SKU_0188,1,WP_0130,26,3
ORD_0114,SKU_0019,1,WP_0131,26,4
ORD_0022,SKU_0256,1,WP_0133,26,5
ORD_0400,SKU_0236,1,WP_0133,26,6
ORD_0400,SKU_0256,1,WP_0133,26,7
ORD_0234,SKU_0012,1,WP_0135,26,8
ORD_0021,SKU_0030,1,WP_0136,26,9
ORD_0324,SKU_0047,1,WP_0137,26,10
ORD_0065,SKU_0124,1,WP_0139,26,11
ORD_0299,SKU_0198,1,WP_0140,26,12
ORD_0400,SKU_0194,1,WP_0140,26,13
ORD_0065,SKU_0249,1,WP_0167,26,14
ORD_0426,SKU_0180,1,WP_0009,27,1
ORD_0466,SKU_0104,1,WP_0059,27,2
ORD_0426,SKU_0260,1,WP_0060,27,3
ORD_0426,SKU_0136,1,WP_0062,27,4
ORD_0179,SKU_0228,1,WP_0065,27,5
ORD_0270,SKU_0228,1,WP_0065,27,6
ORD_0179,SKU_0144,1,WP_0099,27,7
ORD_0426,SKU_0001,1,WP_0099,27,8
ORD_0466,SKU_0154,1,WP_0101,27,9
ORD_0270,SKU_0325,1,WP_0105,27,10
ORD_0426,SKU_0172,1,WP_0106,27,11
ORD_0179,SKU_0054,1,WP_0108,27,12
ORD_0466,SKU_0248,1,WP_0142,27,13
ORD_0049,SKU_0035,1,WP_0002,28,1
ORD_0025,SKU_0291,1,WP_0007,28,2
ORD_0049,SKU_0265,1,WP_0033,28,3
ORD_0025,SKU_0226,1,WP_0038,28,4
ORD_0025,SKU_0138,1,WP_0038,28,5
ORD_0025,SKU_0029,1,WP_0052,28,6
ORD_0049,SKU_0251,1,WP_0053,28,7
ORD_0025,SKU_0308,1,WP_0151,28,8
ORD_0284,SKU_0243,1,WP_0001,29,1
ORD_0463,SKU_0255,1,WP_0008,29,2
ORD_0463,SKU_0126,1,WP_0076,29,3
ORD_0284,SKU_0110,1,WP_0081,29,4
ORD_0284,SKU_0121,1,WP_0091,29,5
ORD_0284,SKU_0199,1,WP_0091,29,6
ORD_0463,SKU_0217,1,WP_0095,29,7
ORD_0463,SKU_0306,1,WP_0107,29,8
ORD_0284,SKU_0205,1,WP_0109,29,9
ORD_0336,SKU_0195,1,WP_0009,30,1
ORD_0254,SKU_0176,1,WP_0011,30,2
ORD_0254,SKU_0085,1,WP_0011,30,3
ORD_0347,SKU_0116,1,WP_0013,30,4
ORD_0254,SKU_0004,1,WP_0029,30,5
ORD_0347,SKU_0141,1,WP_0031,30,6
ORD_0336,SKU_0227,1,WP_0039,30,7
ORD_0254,SKU_0050,1,WP_0103,30,8
ORD_0032,SKU_0138,1,WP_0038,31,1
ORD_0398,SKU_0104,1,WP_0059,31,2
